NU_INSCRICAO,NU_ANO,TP_SEXO,TP_COR_RACA,TP_ESTADO_CIVIL,TP_NACIONALIDADE,SG_UF_RESIDENCIA,TP_ST_CONCLUSAO,Q001,Q002,Q003,Q004,Q006,NU_IDADE,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,Q005,NU_NOTA_MEDIA,APPROVED_ADM,APPROVED_MED
190002563373,2019,M,3,1,1,CE,3,F,F,B,B,C,17,380.1,413.3,417.2,459.3,500.0,3,417.475,0,0
190004167212,2019,F,3,1,1,PA,1,B,D,A,B,B,26,357.7,403.4,414.0,439.7,700.0,6,403.7,0,0
190001511439,2019,F,4,2,1,PE,1,B,E,D,F,B,37,406.3,582.0,564.7,476.9,640.0,4,507.475,0,0
190001900190,2019,F,1,1,1,PR,2,B,C,C,B,D,22,396.2,456.9,462.1,448.9,0.0,4,441.025,0,0
190004226367,2019,F,1,0,1,SP,2,E,E,C,D,E,17,498.2,581.3,579.7,620.7,480.0,4,569.975,0,0
190002697207,2019,M,4,0,1,PB,1,E,F,A,A,C,35,471.0,512.2,527.3,501.5,580.0,3,503.0,0,0
190003697204,2019,F,1,1,1,SP,1,C,F,F,B,C,21,471.0,512.2,527.3,501.5,580.0,1,503.0,0,0
190003816345,2019,M,1,1,1,RJ,2,D,E,C,B,C,18,471.0,512.2,527.3,501.5,580.0,4,503.0,0,0
190005720584,2019,M,1,1,1,MG,2,B,B,F,B,B,18,471.0,512.2,527.3,501.5,580.0,4,503.0,0,0
190002460287,2019,F,1,1,1,RJ,2,B,F,C,B,E,18,0.0,628.0,603.4,677.7,720.0,3,477.27500000000003,0,0
190001805379,2019,F,3,1,1,SP,2,D,D,F,B,E,18,473.7,591.5,568.0,583.9,600.0,3,554.275,0,0
190002215797,2019,F,2,1,1,RN,2,C,E,A,A,B,18,475.3,498.4,530.5,521.1,600.0,5,506.32500000000005,0,0
190001515018,2019,F,1,1,1,RJ,2,G,G,E,F,Q,18,471.0,590.3,605.3,501.5,720.0,4,542.025,0,0
190006028201,2019,F,3,1,1,MT,2,B,B,A,A,C,18,455.8,417.7,506.0,463.1,360.0,5,460.65,0,0
190002027357,2019,F,1,1,1,MA,2,B,B,A,A,C,17,454.2,475.3,475.0,398.6,0.0,4,450.775,0,0
190001189104,2019,M,3,1,1,MA,1,H,D,F,D,B,21,359.9,376.7,420.4,370.4,480.0,3,381.85,0,0
190003902403,2019,M,1,1,1,PE,1,E,E,C,B,B,20,471.0,512.2,527.3,501.5,580.0,4,503.0,0,0
190002997798,2019,F,1,1,1,MT,3,H,G,F,D,F,16,417.6,488.0,504.4,417.0,780.0,2,456.75,0,0
190004157492,2019,M,1,1,1,PA,1,C,D,F,B,E,20,498.2,470.0,545.6,567.7,640.0,3,520.375,0,0
190003586675,2019,M,3,1,1,AM,1,E,E,F,B,B,19,442.2,533.5,507.3,477.0,640.0,4,490.0,0,0
190004991516,2019,F,1,1,1,RJ,3,C,F,D,E,G,16,550.9,467.6,507.3,500.4,560.0,4,506.54999999999995,0,0
190001016322,2019,F,1,1,1,PA,2,B,C,D,D,G,17,628.8,600.4,603.2,502.0,800.0,4,583.5999999999999,1,0
190002728831,2019,M,1,1,1,DF,1,E,E,B,B,E,20,491.2,565.1,553.0,540.0,660.0,3,537.325,0,0
190004294226,2019,F,1,1,1,SP,3,G,F,E,B,O,16,553.2,598.9,574.2,585.0,900.0,3,577.825,1,0
190003163321,2019,M,2,1,1,RJ,1,D,B,B,B,D,26,471.0,512.2,527.3,501.5,580.0,3,503.0,0,0
190002551913,2019,F,0,1,1,AL,1,B,B,F,B,B,26,367.6,449.6,414.9,405.4,540.0,3,409.375,0,0
190005789163,2019,M,3,1,1,PA,1,C,C,A,A,D,36,466.1,510.6,548.5,427.9,280.0,7,488.275,0,0
190001446599,2019,F,3,1,1,SE,2,H,E,A,A,B,16,380.8,536.2,453.4,493.5,660.0,5,465.975,0,0
190005344357,2019,M,1,1,1,SP,2,D,C,D,F,C,17,531.5,588.9,585.8,653.8,640.0,3,590.0,1,0
190005224796,2019,F,1,1,1,SC,2,E,E,D,B,I,18,590.3,610.4,596.6,686.3,820.0,3,620.8999999999999,1,0
190003540069,2019,F,1,1,1,MG,1,C,C,C,B,D,21,443.3,522.2,548.6,473.2,460.0,3,496.825,0,0
190004957094,2019,F,3,1,1,PA,2,C,D,C,B,E,18,475.1,515.0,454.7,507.8,800.0,4,488.15,0,0
190003818627,2019,F,1,1,1,RJ,2,F,E,D,B,H,18,532.7,563.3,536.3,448.0,520.0,3,520.075,0,0
190005799427,2019,F,1,1,1,RJ,2,G,E,D,D,C,21,471.0,512.2,527.3,501.5,580.0,2,503.0,0,0
190001669831,2019,M,3,1,1,CE,2,A,A,A,A,B,20,471.0,512.2,527.3,501.5,580.0,5,503.0,0,0
190001978067,2019,F,3,1,1,MA,2,A,B,B,B,B,17,370.3,493.4,463.4,403.7,460.0,10,432.7,0,0
190001490105,2019,F,3,1,1,RN,1,E,E,A,C,C,18,433.1,369.8,523.1,374.8,460.0,4,425.2,0,0
190002097446,2019,F,1,1,1,SP,1,E,E,C,B,C,18,381.4,489.4,537.6,391.1,540.0,2,449.875,0,0
190005292389,2019,M,3,1,1,BA,3,D,D,D,D,O,17,471.0,521.7,527.7,501.5,640.0,3,505.475,0,0
190003128320,2019,F,1,1,1,PA,1,B,B,B,B,B,21,366.3,446.3,476.4,422.6,600.0,3,427.9,0,0
190002334233,2019,F,0,1,1,SP,2,B,B,B,B,C,20,484.9,525.4,545.9,511.9,520.0,6,517.025,0,0
190005811676,2019,M,1,1,2,SC,1,D,D,D,F,K,20,520.5,533.3,568.1,419.5,600.0,3,510.35,0,0
190004964627,2019,M,1,1,1,RJ,3,E,F,D,D,L,16,543.6,544.4,577.8,656.0,840.0,2,580.45,1,0
190004599808,2019,M,1,1,1,RN,3,E,F,D,D,L,16,679.2,663.3,612.5,749.5,920.0,4,676.125,1,0
190003951041,2019,F,3,1,1,PA,1,E,F,D,D,H,20,523.9,624.4,591.5,507.3,800.0,5,561.775,0,0
190005869950,2019,F,0,1,1,SP,3,H,C,F,B,B,17,416.9,367.9,508.3,509.9,540.0,4,450.75,0,0
190001093570,2019,M,3,1,1,AC,1,A,C,A,B,B,21,407.4,465.0,513.0,429.2,560.0,8,453.65000000000003,0,0
190002756646,2019,F,3,1,1,PB,1,E,E,D,B,H,18,604.4,621.7,628.3,673.0,760.0,4,631.8499999999999,1,0
190005495783,2019,M,1,1,1,RJ,3,E,F,D,E,H,17,508.0,615.3,609.7,509.1,620.0,3,560.525,0,0
190002229098,2019,M,3,1,1,RN,1,A,A,A,A,B,30,471.0,512.2,527.3,501.5,580.0,4,503.0,0,0
190005890110,2019,F,2,1,1,SP,1,D,B,B,B,C,25,411.1,593.2,558.4,437.7,560.0,7,500.1,0,0
190005139433,2019,F,4,1,1,SP,1,E,E,A,A,D,19,440.5,478.1,511.1,409.1,460.0,4,459.70000000000005,0,0
190005276034,2019,M,3,1,1,BA,1,E,E,D,D,C,19,471.0,512.2,527.3,501.5,580.0,3,503.0,0,0
190002695183,2019,M,3,1,1,CE,2,C,D,C,B,C,17,479.1,597.4,543.8,545.6,640.0,3,541.475,0,0
190005383459,2019,F,3,1,1,MG,2,C,D,A,A,B,18,420.4,496.0,519.0,527.2,320.0,13,490.65000000000003,0,0
190005274780,2019,M,1,1,1,MG,1,D,E,C,D,G,19,471.0,512.2,527.3,501.5,580.0,4,503.0,0,0
190001845041,2019,M,2,1,1,SP,3,G,G,D,D,M,16,525.1,485.1,476.5,504.3,640.0,4,497.75,0,0
190003038418,2019,M,3,1,1,AP,2,B,C,D,D,C,18,380.2,468.9,479.2,412.2,460.0,4,435.125,0,0
190003326623,2019,M,1,3,1,SP,1,C,C,C,B,C,43,451.4,602.2,558.7,529.6,620.0,2,535.475,0,0
190003461068,2019,F,3,3,1,BA,1,B,B,B,B,B,50,390.7,499.6,528.2,487.7,600.0,3,476.55,0,0
190004584444,2019,F,3,1,1,PA,1,D,C,C,B,B,20,471.0,501.6,534.0,501.5,380.0,10,502.025,0,0
190005643986,2019,F,2,1,1,BA,2,A,B,A,F,C,20,471.0,418.3,502.6,501.5,560.0,4,473.35,0,0
190001073260,2019,F,4,2,1,AC,1,E,A,B,A,C,29,353.1,358.0,544.3,438.0,700.0,3,423.35,0,0
190006022205,2019,F,1,1,1,GO,1,E,G,B,D,H,30,529.1,606.5,555.1,441.3,760.0,3,533.0,0,0
190004276256,2019,F,1,1,1,SP,2,G,F,E,E,M,17,563.5,587.3,571.0,554.9,920.0,3,569.175,0,0
190002605979,2019,M,1,1,1,MG,1,B,B,A,A,B,18,553.1,505.4,513.6,462.0,520.0,3,508.525,0,0
190003269484,2019,F,3,1,1,MA,1,B,B,A,A,B,20,424.4,556.3,504.2,539.8,620.0,7,506.17499999999995,0,0
190003825889,2019,F,4,1,1,GO,3,E,E,C,C,C,17,508.7,488.9,546.6,683.5,480.0,4,556.925,0,0
190005218512,2019,F,2,1,1,GO,2,C,B,A,A,B,17,437.4,522.3,574.5,411.9,320.0,3,486.525,0,0
190002664007,2019,F,1,1,1,SC,2,H,E,F,A,D,18,441.9,499.2,518.7,587.5,680.0,4,511.825,0,0
190004325848,2019,M,3,1,1,PA,1,E,E,B,B,C,27,565.7,545.0,526.5,587.0,660.0,2,556.05,0,0
190003048741,2019,F,3,1,1,MA,2,E,E,D,A,C,17,368.1,472.8,532.9,595.8,800.0,4,492.40000000000003,0,0
190002879989,2019,F,0,2,1,GO,1,A,A,B,A,C,36,505.1,399.5,481.7,420.8,320.0,2,451.775,0,0
190003868671,2019,F,1,1,1,SC,1,E,E,D,D,C,22,433.7,371.1,463.6,468.2,280.0,3,434.15000000000003,0,0
190003513865,2019,F,3,3,1,MG,2,D,E,C,C,C,18,471.0,585.1,554.5,501.5,680.0,4,528.025,0,0
190001041978,2019,M,3,0,1,AM,1,E,B,C,B,C,40,471.0,512.2,527.3,501.5,580.0,4,503.0,0,0
190001446367,2019,F,3,2,1,SE,1,C,B,D,B,D,27,471.0,512.2,527.3,501.5,580.0,2,503.0,0,0
190003433825,2019,M,3,1,1,SE,2,D,B,A,A,B,18,387.0,374.0,423.5,457.7,560.0,5,410.55,0,0
190003830658,2019,M,1,1,1,RS,2,B,E,C,D,B,17,498.3,504.5,557.7,606.4,660.0,3,541.725,0,0
190003540470,2019,F,2,1,1,MG,1,B,B,B,B,C,22,544.1,550.8,537.4,567.8,620.0,3,550.0250000000001,0,0
190005744070,2019,M,3,1,1,MG,1,B,C,C,B,B,21,471.0,512.2,527.3,501.5,580.0,2,503.0,0,0
190005096599,2019,M,3,1,1,PA,1,E,D,D,D,C,29,598.9,609.8,626.5,620.1,920.0,4,613.8249999999999,1,0
190003496558,2019,F,4,1,1,MG,1,B,B,B,B,D,19,505.2,485.5,521.9,435.7,600.0,4,487.075,0,0
190005065157,2019,F,3,1,1,AP,1,B,B,C,A,B,25,348.8,504.4,515.4,378.9,580.0,4,436.875,0,0
190004730031,2019,F,1,1,1,SP,2,H,E,F,D,H,17,471.0,512.2,527.3,501.5,580.0,4,503.0,0,0
190005433698,2019,F,3,2,1,AM,1,E,B,D,B,E,36,471.0,512.2,527.3,501.5,580.0,7,503.0,0,0
190006006280,2019,M,1,1,1,SP,1,E,C,D,C,C,29,471.0,512.2,527.3,501.5,580.0,5,503.0,0,0
190002843437,2019,F,4,2,1,RJ,1,D,E,D,B,B,28,471.0,512.2,527.3,501.5,580.0,2,503.0,0,0
190002993221,2019,M,3,1,1,DF,2,H,G,F,D,J,17,540.7,569.1,562.3,599.2,640.0,2,567.825,0,0
190002903729,2019,M,1,1,1,RS,1,C,D,F,B,C,27,566.6,596.8,589.7,599.1,680.0,2,588.0500000000001,1,0
190002625595,2019,F,3,1,2,BA,3,E,E,C,B,B,18,457.6,452.0,468.1,442.2,420.0,2,454.975,0,0
190005959655,2019,M,1,1,1,RS,1,C,E,C,B,H,20,471.0,512.2,527.3,501.5,580.0,5,503.0,0,0
190001698062,2019,F,2,1,1,RS,2,E,E,C,B,C,18,391.4,351.1,495.0,408.0,480.0,6,411.375,0,0
190004751602,2019,M,3,1,1,GO,1,A,C,A,B,D,25,471.0,512.2,527.3,501.5,580.0,2,503.0,0,0
190002014982,2019,M,3,1,1,AM,1,B,C,A,B,C,24,472.3,368.3,388.6,393.5,460.0,6,405.675,0,0
190002025411,2019,F,3,1,1,MA,1,E,B,C,B,C,26,429.4,560.4,526.7,405.8,520.0,5,480.575,0,0
190001676868,2019,M,1,1,1,CE,2,D,D,C,B,D,18,424.4,404.7,412.2,502.5,240.0,5,435.95,0,0
190001754170,2019,M,3,1,1,MS,1,B,B,A,B,C,26,543.5,450.6,415.3,617.6,780.0,4,506.75,0,0
190002430890,2019,F,3,2,1,RJ,1,B,C,A,B,D,52,441.7,439.2,469.4,392.7,460.0,2,435.75,0,0
190003631135,2019,F,2,1,1,SP,2,D,E,C,B,E,17,378.1,422.2,523.9,462.9,580.0,4,446.775,0,0
190002958629,2019,F,3,1,1,BA,2,E,G,B,D,C,17,557.0,554.1,555.0,609.9,860.0,4,569.0,0,0
190003237849,2019,F,3,1,1,PI,3,H,B,C,B,B,19,408.7,362.7,408.6,408.4,0.0,4,397.1,0,0
190002059456,2019,F,3,1,1,DF,1,B,E,B,B,B,19,410.4,518.0,466.9,483.0,660.0,4,469.575,0,0
190004659908,2019,M,1,1,1,RJ,2,D,F,B,D,K,17,440.3,570.7,492.3,443.0,580.0,4,486.575,0,0
190004041294,2019,M,1,1,1,SP,2,E,E,D,D,K,17,648.7,588.0,603.5,713.4,860.0,4,638.4,1,0
190003683006,2019,M,3,1,1,SP,3,F,F,E,E,O,16,568.6,604.4,591.4,692.2,760.0,4,614.1500000000001,1,0
190002007054,2019,F,3,1,1,AM,2,B,C,B,B,C,17,380.3,412.7,437.4,399.9,440.0,7,407.57500000000005,0,0
190002846550,2019,F,1,1,1,RJ,1,D,F,B,A,E,22,464.6,427.8,514.0,479.1,240.0,7,471.375,0,0
190003953264,2019,F,1,1,1,AM,1,A,D,A,B,C,34,402.8,459.7,504.2,363.5,560.0,3,432.55,0,0
190003220657,2019,F,3,1,1,PA,1,B,G,F,D,C,24,473.2,551.2,587.3,423.9,820.0,2,508.9,0,0
190001933795,2019,M,3,0,1,CE,2,B,D,A,A,B,18,381.4,480.2,526.0,399.0,360.0,5,446.65,0,0
190001272441,2019,F,2,2,1,BA,1,B,B,A,A,B,31,475.3,543.0,493.6,474.1,640.0,3,496.5,0,0
190002842354,2019,F,2,1,1,MG,1,A,B,F,F,C,43,471.0,512.2,527.3,501.5,580.0,1,503.0,0,0
190002488336,2019,F,1,1,1,SP,1,E,G,F,D,B,19,471.0,512.2,527.3,501.5,580.0,2,503.0,0,0
190003120291,2019,M,0,0,1,CE,2,H,H,F,F,B,19,471.0,512.2,527.3,501.5,580.0,5,503.0,0,0
190005469888,2019,M,1,1,1,DF,3,F,F,D,D,L,16,595.2,629.8,560.4,660.0,760.0,4,611.35,1,0
190002255050,2019,F,2,1,1,BA,1,H,H,A,B,B,45,471.0,512.2,527.3,501.5,580.0,5,503.0,0,0
190003106755,2019,F,3,0,1,PA,2,H,E,F,F,A,18,352.1,463.1,475.6,368.8,600.0,2,414.90000000000003,0,0
190001616843,2019,M,3,1,1,SP,1,H,E,F,B,C,21,471.0,512.2,527.3,501.5,580.0,4,503.0,0,0
190001988585,2019,M,1,2,1,MA,1,D,E,B,B,J,30,558.4,603.4,585.3,693.9,720.0,2,610.25,1,0
190005536243,2019,M,2,1,1,MA,1,B,C,C,C,D,34,394.8,416.8,461.4,365.1,480.0,6,409.525,0,0
190004482086,2019,F,1,3,1,RS,1,E,E,B,F,F,37,540.2,595.5,573.2,603.6,600.0,3,578.125,1,0
190002696831,2019,M,3,1,1,PB,1,E,F,A,A,C,17,548.0,581.8,565.7,722.6,580.0,4,604.525,1,0
190004646456,2019,M,3,2,1,ES,1,B,B,C,B,D,41,451.2,471.6,509.5,599.1,740.0,2,507.85,0,0
190005357080,2019,M,1,2,1,MG,1,B,B,D,D,I,35,490.7,564.3,537.3,646.0,580.0,4,559.575,0,0
190004755700,2019,F,1,1,1,SP,2,E,E,C,C,F,19,536.9,604.4,588.4,758.8,580.0,6,622.125,1,0
190002054293,2019,M,3,1,1,GO,2,H,E,F,C,C,20,461.3,413.4,382.2,382.7,240.0,4,409.90000000000003,0,0
190004801119,2019,M,3,1,1,SP,3,E,E,E,E,J,16,533.6,518.3,552.3,592.5,600.0,4,549.175,0,0
190002279312,2019,F,3,1,1,BA,1,E,E,C,B,C,24,545.1,634.0,497.7,411.9,940.0,2,522.175,0,0
190004507248,2019,F,2,1,1,BA,1,H,D,F,B,B,21,471.0,512.2,527.3,501.5,580.0,5,503.0,0,0
190004945644,2019,F,1,1,1,TO,1,E,C,B,B,C,19,394.8,409.0,437.4,505.4,360.0,3,436.65,0,0
190004885857,2019,M,1,0,1,SC,1,D,F,C,D,H,33,442.1,497.0,445.3,471.0,360.0,3,463.85,0,0
190002188293,2019,F,1,1,1,MG,3,D,C,F,B,E,17,471.0,512.2,527.3,501.5,580.0,3,503.0,0,0
190005978517,2019,M,3,1,1,SP,1,E,E,D,C,I,19,532.2,537.3,524.9,601.1,760.0,6,548.875,0,0
190003632818,2019,F,1,1,1,SP,1,B,C,C,B,C,18,360.1,401.7,434.9,406.4,360.0,3,400.775,0,0
190002027643,2019,F,1,1,1,DF,1,H,E,A,C,C,23,454.9,527.0,527.2,471.5,580.0,3,495.15,0,0
190002385737,2019,F,3,1,1,ES,1,E,E,D,B,I,21,521.0,591.6,541.1,535.1,620.0,4,547.1999999999999,0,0
190002398332,2019,F,3,1,1,MG,3,F,F,E,D,F,16,470.6,487.4,509.4,601.6,620.0,4,517.25,0,0
190004486645,2019,M,1,3,1,GO,1,B,C,A,A,H,43,588.3,690.8,596.2,669.3,600.0,1,636.15,1,0
190004219218,2019,F,1,1,1,SP,3,F,G,E,E,N,16,519.8,629.5,583.7,596.0,840.0,2,582.25,1,0
190001030146,2019,F,3,1,1,RR,1,H,E,B,D,C,20,436.4,448.6,520.1,464.8,400.0,2,467.47499999999997,0,0
190004201748,2019,M,1,1,1,SP,1,F,E,D,B,E,20,471.0,414.8,449.3,501.5,440.0,5,459.15,0,0
190004803884,2019,M,1,1,1,SP,1,D,C,C,C,H,19,509.4,518.3,549.3,544.2,460.0,4,530.3,0,0
190002338289,2019,F,3,1,1,SP,2,D,F,C,B,G,17,519.2,574.4,569.0,640.1,920.0,4,575.675,1,0
190002192955,2019,M,3,1,1,RN,1,D,F,C,D,B,22,571.9,648.4,629.6,728.7,760.0,3,644.6500000000001,1,0
190004030337,2019,F,2,1,1,RJ,1,E,E,B,A,B,18,457.8,462.4,543.3,575.5,520.0,6,509.75,0,0
190002159717,2019,F,1,1,1,MG,3,E,E,B,B,N,15,391.6,445.3,500.6,382.5,540.0,6,430.0,0,0
190003497817,2019,M,2,1,1,AL,1,E,E,B,B,E,22,471.0,512.2,527.3,501.5,580.0,4,503.0,0,0
190004649858,2019,F,3,1,1,ES,2,B,B,A,A,B,30,400.6,471.8,521.6,436.1,560.0,6,457.525,0,0
190002025850,2019,M,3,1,1,MA,1,E,F,C,D,E,33,471.0,512.2,527.3,501.5,580.0,3,503.0,0,0
190001605842,2019,F,2,1,1,RJ,2,C,E,B,B,B,18,422.3,488.1,535.0,374.8,600.0,6,455.05,0,0
190005698722,2019,F,1,2,1,CE,1,D,A,B,A,C,55,471.0,512.2,527.3,501.5,580.0,3,503.0,0,0
190003576146,2019,F,1,0,1,CE,2,G,G,E,E,H,17,605.2,668.9,658.5,671.6,800.0,2,651.05,1,0
190001428332,2019,F,3,3,1,SE,1,B,B,B,A,B,24,439.4,605.4,535.2,447.9,540.0,6,506.975,0,0
190005187325,2019,M,3,1,1,PE,1,B,B,C,B,B,19,391.0,440.8,462.6,402.9,280.0,4,424.32500000000005,0,0
190001246641,2019,F,2,1,1,BA,1,H,B,F,B,B,18,507.4,579.9,539.9,566.6,540.0,4,548.4499999999999,0,0
190005840751,2019,F,1,1,1,SP,2,B,E,C,B,C,17,471.0,412.9,501.0,501.5,420.0,6,471.6,0,0
190002676531,2019,M,3,1,2,MS,1,B,D,A,A,C,21,471.0,512.2,527.3,501.5,580.0,2,503.0,0,0
190003587926,2019,M,3,1,1,MA,3,E,E,B,B,B,16,343.1,390.5,387.4,412.0,0.0,3,383.25,0,0
190003383526,2019,F,1,1,1,SC,2,E,E,B,D,E,17,393.9,475.6,518.4,483.5,540.0,3,467.85,0,0
190001428284,2019,M,3,1,1,SE,1,E,G,D,E,E,32,582.6,635.4,600.1,682.8,520.0,3,625.2249999999999,1,0
190002647902,2019,F,3,1,1,RS,2,B,C,A,B,B,18,355.2,407.9,454.0,429.3,340.0,2,411.59999999999997,0,0
190003899451,2019,M,2,1,1,AL,1,H,E,B,B,C,22,471.0,512.2,527.3,501.5,580.0,3,503.0,0,0
190005029157,2019,M,1,1,1,PB,1,E,E,C,B,C,18,471.0,512.2,527.3,501.5,580.0,3,503.0,0,0
190001737188,2019,F,3,1,1,SC,1,E,D,C,B,D,20,364.0,472.0,501.8,476.1,380.0,3,453.475,0,0
190002872907,2019,F,4,1,1,GO,2,A,E,C,D,E,17,483.2,523.1,539.3,516.0,600.0,2,515.4,0,0
190005016693,2019,F,1,1,1,PE,2,D,F,A,D,C,18,419.7,512.1,450.9,457.1,500.0,3,459.94999999999993,0,0
190004995351,2019,F,1,1,1,SP,2,E,G,F,E,F,18,470.1,581.6,583.3,482.5,560.0,4,529.375,0,0
190003791049,2019,M,2,2,1,MG,1,B,C,C,B,E,34,401.1,525.2,475.2,447.3,320.0,4,462.2,0,0
190005615702,2019,F,3,3,1,PE,1,B,E,C,B,D,23,471.0,512.2,527.3,501.5,580.0,4,503.0,0,0
190001222933,2019,M,1,1,1,BA,2,G,F,E,E,P,18,575.1,690.9,635.3,771.3,980.0,2,668.15,1,0
190003520427,2019,F,1,1,1,MG,3,D,D,D,D,G,16,525.1,595.5,582.6,677.2,540.0,4,595.0999999999999,1,0
190004117677,2019,F,1,1,1,MS,1,B,B,C,B,G,24,547.9,595.3,572.9,598.6,540.0,5,578.675,1,0
190003090222,2019,F,3,1,1,PA,2,E,D,C,B,B,16,340.7,495.6,485.9,433.8,460.0,4,438.99999999999994,0,0
190006102554,2019,F,3,1,1,GO,2,E,E,C,B,E,17,404.8,527.8,542.3,473.4,580.0,5,487.07499999999993,0,0
190005912045,2019,F,1,2,1,CE,2,B,D,A,A,D,24,471.0,512.2,527.3,501.5,580.0,3,503.0,0,0
190005339728,2019,F,1,1,1,SP,1,G,F,E,E,M,18,569.4,639.8,589.5,722.0,780.0,5,630.175,1,0
190005236147,2019,M,1,1,1,SC,2,E,E,B,B,C,17,572.0,653.1,609.1,658.5,620.0,4,623.175,1,0
190002542390,2019,M,1,2,1,CE,1,B,B,B,C,B,46,561.0,581.0,519.8,440.9,560.0,3,525.675,0,0
190002271145,2019,F,3,1,1,AL,1,B,B,A,A,B,20,471.0,512.2,527.3,501.5,580.0,8,503.0,0,0
190003429762,2019,F,1,1,1,PE,1,E,F,F,B,E,24,471.0,512.2,527.3,501.5,580.0,3,503.0,0,0
190001816934,2019,F,1,1,1,SP,1,E,E,C,B,C,18,516.0,515.3,531.8,450.8,500.0,3,503.47499999999997,0,0
190001872458,2019,M,2,0,1,PR,2,C,D,B,B,C,18,405.7,522.6,528.5,554.3,600.0,3,502.775,0,0
190004186527,2019,F,1,1,1,CE,2,E,E,C,B,B,18,567.3,622.2,583.5,575.9,880.0,6,587.225,1,0
190004164664,2019,F,3,1,1,CE,1,C,D,A,C,E,20,471.0,512.2,527.3,501.5,580.0,2,503.0,0,0
190005623117,2019,M,1,1,2,PE,3,C,F,F,F,F,15,413.0,454.8,520.6,529.1,560.0,4,479.375,0,0
190003742939,2019,M,3,0,1,PE,1,E,E,D,B,D,23,471.0,512.2,527.3,501.5,580.0,5,503.0,0,0
190004503978,2019,F,1,1,1,RS,1,C,C,C,A,E,19,471.0,524.8,552.9,501.5,700.0,1,512.55,0,0
190001746898,2019,F,1,1,1,RS,2,C,H,A,D,F,18,461.5,524.2,505.5,401.8,560.0,3,473.25,0,0
190005359838,2019,F,1,2,1,MG,1,B,B,B,B,L,39,490.7,586.8,579.7,639.7,580.0,3,574.225,1,0
190002995408,2019,F,2,0,1,GO,2,C,A,F,F,A,49,407.3,461.9,427.9,396.9,220.0,2,423.5,0,0
190005645902,2019,F,3,1,1,BA,1,B,B,A,A,C,22,469.0,423.2,534.5,445.7,600.0,2,468.1,0,0
190005389740,2019,M,1,1,1,MG,1,C,C,D,B,K,25,471.0,512.2,527.3,501.5,580.0,8,503.0,0,0
190002988902,2019,F,3,1,1,GO,1,C,C,B,B,C,32,471.0,512.2,527.3,501.5,580.0,4,503.0,0,0
190003267551,2019,F,3,1,1,CE,2,C,C,C,B,D,20,451.2,322.5,382.9,429.1,0.0,4,396.42499999999995,0,0
190004845335,2019,M,1,1,1,RS,2,F,F,E,E,P,17,534.8,668.7,626.0,768.4,920.0,3,649.475,1,0
190004913560,2019,F,1,2,1,PR,1,C,C,A,A,D,31,462.0,516.5,538.4,503.2,420.0,2,505.02500000000003,0,0
190005674306,2019,M,3,1,2,BA,1,C,E,C,E,C,21,423.1,361.6,435.2,551.7,420.0,4,442.90000000000003,0,0
190003031143,2019,M,3,1,1,PA,2,H,E,A,B,B,18,502.9,454.3,393.2,533.2,620.0,6,470.90000000000003,0,0
190003845118,2019,F,3,3,1,DF,2,A,E,A,B,B,21,471.0,512.2,527.3,501.5,580.0,4,503.0,0,0
190005992013,2019,F,1,1,1,SP,3,G,G,E,F,N,17,544.2,589.0,567.6,727.9,640.0,2,607.1750000000001,1,0
190002008522,2019,M,2,1,1,AP,1,A,E,B,B,B,21,471.0,512.2,527.3,501.5,580.0,5,503.0,0,0
190003288617,2019,M,3,1,1,CE,2,H,H,B,B,C,18,486.0,566.6,571.1,710.2,620.0,3,583.4749999999999,1,0
190003428146,2019,F,1,1,1,BA,1,C,B,B,B,C,30,471.0,490.7,561.6,501.5,600.0,2,506.20000000000005,0,0
190005978569,2019,M,1,1,1,SP,1,E,G,B,E,G,21,429.1,563.1,517.8,519.9,520.0,4,507.475,0,0
190005623244,2019,F,3,1,1,PE,3,F,C,E,B,D,17,407.5,516.5,494.9,455.1,280.0,4,468.5,0,0
190003345781,2019,F,1,1,1,SP,1,E,E,D,D,D,18,436.1,438.7,534.0,479.9,560.0,3,472.17499999999995,0,0
190001547694,2019,F,1,1,1,ES,1,E,B,A,A,E,21,660.9,661.9,620.4,810.7,920.0,3,688.4749999999999,1,0
190001325363,2019,F,1,1,1,MG,1,E,E,D,B,F,19,613.3,691.4,613.8,752.5,900.0,4,667.75,1,0
190005255292,2019,F,1,1,1,BA,1,G,G,D,D,H,29,558.6,640.5,620.4,556.3,900.0,3,593.95,1,0
190003013274,2019,M,1,1,1,GO,2,G,E,E,D,D,18,573.5,577.4,572.6,750.9,760.0,1,618.6,1,0
190003224148,2019,F,3,1,1,PA,2,H,G,F,D,N,17,494.2,544.0,574.1,533.8,560.0,3,536.5250000000001,0,0
190002283401,2019,F,3,1,1,BA,1,D,E,A,C,C,18,431.0,442.6,473.6,539.3,680.0,4,471.625,0,0
190001740597,2019,M,1,1,1,MS,2,E,E,B,B,I,19,469.1,449.1,375.4,376.8,480.0,3,417.59999999999997,0,0
190004941961,2019,M,2,1,1,PA,1,C,A,A,A,A,31,368.1,395.2,532.7,429.2,420.0,10,431.3,0,0
