NU_INSCRICAO,NU_IDADE,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q005,NU_NOTA_MEDIA
190001244974,29.0,390.2,438.2,489.5,559.9,120.0,140.0,120.0,100.0,140.0,620.0,2.0,469.45000000000005
190001212627,20.0,404.4,516.2,452.5,514.9,140.0,170.0,160.0,170.0,120.0,800.0,5.0,472.0
190001339071,33.0,441.5,524.8,470.4,497.1,120.0,120.0,100.0,120.0,0.0,460.0,3.0,483.44999999999993
190001123442,33.0,461.9,553.4,532.9,385.8,120.0,170.0,140.0,140.0,140.0,720.0,1.0,483.49999999999994
190001613177,18.0,678.1,665.3,598.2,821.1,160.0,170.0,170.0,170.0,200.0,920.0,3.0,690.6750000000001
190001128668,24.0,362.8,412.2,398.67500000000007,483.5,90.0,120.0,100.0,100.0,0.0,400.0,5.0,414.29375000000005
190001696177,17.0,482.9,503.5,561.2,418.6,120.0,120.0,100.0,100.0,80.0,520.0,3.0,491.54999999999995
190001613178,17.0,520.8,511.7,476.8,541.1,90.0,120.0,90.0,90.0,0.0,360.0,4.0,512.6
190001339072,18.0,496.6,614.3,532.1,646.8,160.0,170.0,140.0,120.0,120.0,720.0,4.0,572.45
190001339073,21.0,601.6,613.5,598.6,695.5,160.0,170.0,160.0,170.0,180.0,900.0,3.0,627.3
190001696178,33.0,544.5,599.5,570.2,580.8,120.0,120.0,120.0,100.0,100.0,560.0,2.0,573.75
190001428815,28.0,380.5,507.9,528.3,433.3,120.0,120.0,120.0,90.0,80.0,520.0,4.0,462.49999999999994
190001244976,23.0,422.9,527.3,594.6,441.3,120.0,120.0,120.0,120.0,80.0,560.0,5.0,496.525
190001428816,27.0,390.1,563.2,583.5,584.9,120.0,120.0,120.0,120.0,40.0,520.0,4.0,530.4250000000001
190001024990,33.0,406.1,591.9,447.3,561.1,120.0,120.0,120.0,120.0,80.0,560.0,3.0,501.6
190001428817,19.0,499.5,544.9,572.1,403.0,120.0,120.0,100.0,100.0,0.0,440.0,4.0,504.875
190001093232,18.0,414.4,369.2,504.2,483.2,140.0,120.0,120.0,120.0,120.0,620.0,8.0,442.75
190001696179,26.0,532.2,399.6,525.2,634.2,100.0,120.0,120.0,120.0,80.0,540.0,1.0,522.8
190001045828,29.0,633.6,644.6,607.1,763.9,170.0,170.0,170.0,170.0,200.0,970.0,2.0,662.3000000000001
190001480480,18.0,510.9,518.4,533.4,575.1,140.0,120.0,120.0,170.0,160.0,720.0,4.0,534.4499999999999
190002040881,33.0,404.9,408.0,530.2,406.7,120.0,120.0,120.0,100.0,60.0,520.0,3.0,437.45
190001696180,24.0,369.4,524.8,553.8,680.2,120.0,170.0,160.0,140.0,120.0,720.0,3.0,532.05
190001616639,17.0,422.3,505.6,510.7,468.5,120.0,120.0,120.0,120.0,80.0,560.0,3.0,476.77500000000003
190001496862,23.0,381.5,537.2,502.6,444.5,100.0,90.0,90.0,90.0,0.0,260.0,4.0,466.45000000000005
190001616641,17.0,525.5,562.7,563.5,498.3,160.0,120.0,120.0,120.0,120.0,640.0,4.0,537.5
190001616642,19.0,554.3,587.9,587.9,640.5,140.0,120.0,140.0,160.0,140.0,700.0,4.0,592.65
190001428820,23.0,520.0,510.1,570.6,626.5,160.0,120.0,120.0,140.0,80.0,620.0,2.0,556.8
190001024991,17.0,540.3,524.0,536.0,648.5,160.0,140.0,160.0,160.0,160.0,780.0,3.0,562.2
190001428821,20.0,542.6,531.2,576.4,430.7,140.0,170.0,140.0,120.0,120.0,700.0,6.0,520.225
190001428823,18.0,496.4,520.0,561.6,540.1,120.0,120.0,120.0,120.0,100.0,580.0,6.0,529.525
190001084402,22.0,356.8,344.5,427.7,453.7,140.0,120.0,120.0,120.0,0.0,500.0,2.0,395.675
190001045829,22.0,504.2,493.2,544.3,466.3,100.0,120.0,120.0,140.0,120.0,600.0,5.0,501.99999999999994
190001428824,18.0,480.7,572.5,543.9,412.2,160.0,120.0,140.0,160.0,140.0,720.0,4.0,502.325
190001616643,18.0,600.5,636.8,611.0,542.4,160.0,170.0,170.0,170.0,200.0,940.0,7.0,597.675
190001741643,24.0,511.9,617.6,605.2,666.0,140.0,160.0,140.0,140.0,80.0,660.0,2.0,600.175
190001867799,19.0,486.9,364.4,519.6,513.9,120.0,120.0,100.0,120.0,140.0,600.0,5.0,471.20000000000005
190001199394,25.0,444.9,471.2,485.9,396.1,120.0,120.0,120.0,120.0,140.0,620.0,4.0,449.525
190001496863,19.0,535.5,577.9,529.0,614.3,160.0,160.0,140.0,140.0,160.0,760.0,3.0,564.175
190001244978,18.0,592.4,664.6,620.3,738.8,170.0,160.0,160.0,170.0,160.0,840.0,1.0,654.025
190001199395,33.0,588.4,593.8,582.6,635.8,120.0,120.0,100.0,100.0,120.0,560.0,3.0,600.1499999999999
190001128670,30.0,492.1,513.4,545.5,422.3,120.0,100.0,100.0,100.0,40.0,460.0,3.0,493.325
190001616644,21.0,378.3,479.5,465.7,431.0,120.0,120.0,100.0,120.0,0.0,460.0,5.0,438.625
190001616645,20.0,465.9,505.3,435.7,410.0,120.0,120.0,90.0,90.0,0.0,400.0,3.0,454.225
190001045830,18.0,507.6,488.8,511.4,648.0,140.0,160.0,160.0,160.0,120.0,740.0,5.0,538.95
190001212629,18.0,522.1,553.7,566.6,384.6,160.0,170.0,170.0,170.0,140.0,880.0,4.0,506.75
190001475177,28.0,382.7,444.7,415.7,382.8,90.0,90.0,90.0,90.0,0.0,250.0,4.0,406.47499999999997
190001244979,17.0,420.7,434.3,468.3,429.8,120.0,120.0,120.0,120.0,40.0,520.0,3.0,438.275
190001484087,18.0,557.8,608.6,633.6,633.3,160.0,120.0,140.0,170.0,160.0,760.0,3.0,608.325
190001867800,17.0,425.8,411.7,503.5,491.7,120.0,120.0,100.0,100.0,100.0,540.0,3.0,458.175
190002040883,19.0,356.5,455.7,484.6,366.6,120.0,100.0,120.0,90.0,140.0,560.0,5.0,415.85
190001520739,27.0,399.6,457.6,504.7,392.7,120.0,120.0,120.0,120.0,80.0,560.0,4.0,438.65000000000003
190001199396,33.0,348.4,464.2,495.2,430.2,120.0,120.0,120.0,90.0,120.0,560.0,6.0,434.5
190001244980,18.0,643.4,636.1,605.0,803.6,160.0,170.0,170.0,170.0,140.0,840.0,4.0,672.025
190001779838,20.0,578.6,581.4,567.4,591.5,100.0,170.0,140.0,160.0,200.0,800.0,6.0,579.725
190001496865,25.0,518.9,558.2,578.2,621.7,120.0,170.0,160.0,120.0,140.0,740.0,5.0,569.25
190001244981,21.0,492.3,545.6,557.0,540.5,140.0,120.0,140.0,120.0,60.0,580.0,4.0,533.85
190001616647,18.0,499.9,496.0,510.1,595.1,120.0,170.0,120.0,120.0,180.0,720.0,3.0,525.275
190001244982,17.0,588.4,686.7,661.1,742.0,160.0,170.0,170.0,170.0,180.0,920.0,3.0,669.55
190001658342,21.0,541.9,532.6,596.2,544.4,170.0,120.0,160.0,160.0,20.0,640.0,4.0,553.775
190001244983,18.0,560.4,536.3,574.4,578.4,140.0,120.0,120.0,140.0,120.0,640.0,5.0,562.375
190001867801,20.0,364.9,445.0,469.7,366.0,100.0,100.0,90.0,90.0,0.0,360.0,4.0,411.4
190001696182,25.0,479.5,499.1,556.2,403.0,120.0,120.0,140.0,120.0,80.0,580.0,3.0,484.45000000000005
190001244984,33.0,595.5,577.2,630.8,606.7,160.0,160.0,120.0,120.0,40.0,600.0,4.0,602.55
190001867802,18.0,356.1,490.5,504.5,438.0,140.0,120.0,140.0,140.0,120.0,660.0,5.0,447.275
190001084403,21.0,505.8,538.3,574.4,488.5,140.0,120.0,120.0,120.0,120.0,620.0,4.0,526.75
190001616649,20.0,442.8,521.4,507.5,483.3,90.0,120.0,90.0,90.0,120.0,460.0,5.0,488.75
190001520740,20.0,388.1,544.9,473.3,490.1,120.0,120.0,100.0,120.0,60.0,520.0,4.0,474.1
190001045831,33.0,538.9,573.7,592.3,613.7,160.0,170.0,170.0,170.0,160.0,900.0,3.0,579.65
190001432366,23.0,590.4,556.4,574.6,610.8,120.0,90.0,120.0,120.0,100.0,540.0,6.0,583.05
190001342625,20.0,431.5,421.5,507.5,411.6,140.0,160.0,140.0,160.0,120.0,720.0,4.0,443.025
190001475178,19.0,565.3,540.1,582.2,524.6,170.0,170.0,170.0,170.0,200.0,960.0,4.0,553.0500000000001
190001520741,18.0,507.1,578.0,548.4,541.3,140.0,170.0,160.0,160.0,80.0,720.0,2.0,543.7
190001705292,19.0,375.9,558.0,562.0,488.0,160.0,160.0,160.0,160.0,180.0,820.0,2.0,495.975
190001705293,32.0,521.0,592.3,606.1,621.1,160.0,120.0,120.0,120.0,180.0,700.0,2.0,585.125
190001409468,17.0,490.9,625.5,594.6,747.9,120.0,170.0,120.0,140.0,120.0,680.0,5.0,614.725
190001696185,17.0,677.7,678.2,635.0,818.1,160.0,170.0,160.0,170.0,200.0,920.0,2.0,702.25
190001696184,33.0,452.3,548.3,464.0,409.8,100.0,90.0,90.0,90.0,20.0,260.0,2.0,468.59999999999997
190001520742,33.0,435.5,435.9,488.3,454.7,120.0,120.0,100.0,100.0,20.0,460.0,2.0,453.6
190001432368,19.0,375.7,395.6,398.67500000000007,378.7,120.0,120.0,90.0,90.0,80.0,480.0,6.0,387.16875
190001432369,31.0,466.7,517.4,455.8,454.7,160.0,170.0,160.0,160.0,180.0,840.0,4.0,473.65
190001432370,17.0,441.1,549.8,536.0,489.8,140.0,120.0,140.0,120.0,180.0,700.0,4.0,504.175
190001616653,23.0,375.0,508.2,512.0,406.6,120.0,120.0,140.0,120.0,100.0,600.0,4.0,450.45000000000005
190001484088,21.0,487.2,510.8,524.1,629.6,120.0,120.0,100.0,120.0,60.0,520.0,3.0,537.925
190001520743,20.0,676.2,720.8,623.2,812.2,160.0,170.0,170.0,170.0,180.0,920.0,2.0,708.1
190001616654,17.0,514.2,525.7,532.3,587.4,140.0,140.0,140.0,160.0,140.0,720.0,2.0,539.9
190001743762,20.0,554.0,592.3,597.2,581.3,140.0,120.0,120.0,140.0,140.0,660.0,3.0,581.2
190001244986,23.0,513.3,608.4,613.8,514.1,120.0,120.0,120.0,100.0,120.0,580.0,4.0,562.4
190001432371,33.0,476.4,487.1,497.2,421.9,120.0,140.0,120.0,90.0,100.0,560.0,3.0,470.65
190002040885,17.0,546.8,526.7,573.0,632.7,120.0,120.0,120.0,120.0,140.0,620.0,3.0,569.8
190001244987,20.0,536.4,613.9,560.1,490.8,120.0,120.0,120.0,120.0,140.0,620.0,2.0,550.3000000000001
190001496869,18.0,472.1,356.2,398.67500000000007,391.4,90.0,90.0,90.0,90.0,0.0,250.0,4.0,404.59375
190001616655,18.0,559.2,604.5,559.4,475.1,120.0,120.0,100.0,100.0,80.0,520.0,3.0,549.55
190001244988,19.0,444.8,450.8,528.3,454.2,160.0,170.0,160.0,170.0,140.0,840.0,4.0,469.52500000000003
190001496870,19.0,392.5,531.4,428.1,562.6,160.0,140.0,170.0,170.0,180.0,860.0,4.0,478.65
190001184607,33.0,518.0,339.0,477.6,499.0,120.0,120.0,120.0,120.0,100.0,580.0,7.0,458.4
190001696186,21.0,647.5,621.6,521.0,731.2,140.0,170.0,170.0,170.0,180.0,880.0,3.0,630.325
190001779843,17.0,509.4,547.4,565.9,709.9,140.0,170.0,140.0,160.0,120.0,740.0,6.0,583.15
190001244989,18.0,576.7,521.7,552.7,494.2,160.0,120.0,140.0,160.0,80.0,660.0,4.0,536.325
190001616658,18.0,488.1,499.7,506.3,526.2,120.0,120.0,120.0,100.0,100.0,560.0,4.0,505.075
190001696188,19.0,636.8,678.3,647.7,711.5,170.0,170.0,170.0,170.0,180.0,920.0,4.0,668.575
190001616659,19.0,556.4,494.6,568.6,601.7,160.0,120.0,120.0,120.0,0.0,520.0,4.0,555.325
190001524166,24.0,484.0,548.9,546.9,375.4,160.0,120.0,160.0,140.0,60.0,640.0,2.0,488.80000000000007
190001616660,25.0,418.3,441.8,472.5,396.6,100.0,120.0,100.0,120.0,0.0,440.0,4.0,432.29999999999995
190001084405,17.0,458.9,566.5,548.0,532.1,140.0,170.0,160.0,170.0,180.0,840.0,6.0,526.375
190001696189,18.0,407.9,514.8,488.5,362.6,160.0,120.0,120.0,120.0,120.0,640.0,3.0,443.44999999999993
190001616661,17.0,476.8,492.1,553.6,419.6,160.0,160.0,140.0,140.0,140.0,740.0,3.0,485.525
190001616662,20.0,414.4,406.9,533.7,568.6,120.0,120.0,120.0,140.0,120.0,620.0,3.0,480.9
190001616663,19.0,483.0,561.0,538.7,536.5,120.0,140.0,120.0,140.0,80.0,600.0,4.0,529.8
190001244991,17.0,469.9,542.6,542.7,590.5,120.0,160.0,140.0,140.0,100.0,660.0,4.0,536.425
190001212631,33.0,416.2,512.5,528.7,435.9,120.0,120.0,120.0,120.0,80.0,560.0,4.0,473.32500000000005
190001045833,26.0,583.0,549.0,559.4,641.8,120.0,120.0,100.0,90.0,60.0,480.0,2.0,583.3
190001244993,33.0,500.7,508.9,517.7,483.8,120.0,120.0,100.0,100.0,20.0,460.0,4.0,502.775
190001496873,20.0,561.9,564.2,572.0,653.1,160.0,170.0,170.0,160.0,160.0,840.0,6.0,587.8
190001867806,28.0,571.6,562.9,594.7,615.6,160.0,120.0,120.0,120.0,60.0,580.0,4.0,586.2
190001616665,30.0,519.0,519.5,540.6,432.6,90.0,90.0,90.0,90.0,0.0,250.0,4.0,502.92499999999995
190001244994,30.0,593.9,582.4,580.1,507.3,120.0,120.0,120.0,100.0,100.0,560.0,3.0,565.9250000000001
190001045834,33.0,557.2,580.9,494.4,657.1,120.0,120.0,100.0,100.0,0.0,440.0,3.0,572.4
190001244995,33.0,470.3,494.4,551.7,428.8,140.0,120.0,120.0,120.0,120.0,620.0,3.0,486.3
190001093233,19.0,561.0,455.5,475.9,632.4,120.0,120.0,120.0,120.0,20.0,500.0,4.0,531.2
190001244996,26.0,596.5,601.4,570.0,671.7,120.0,120.0,140.0,120.0,80.0,580.0,5.0,609.9000000000001
190001524169,18.0,368.1,511.6,567.8,426.7,120.0,120.0,120.0,90.0,20.0,460.0,3.0,468.55
190001705294,18.0,577.4,561.4,578.7,416.1,120.0,120.0,120.0,100.0,100.0,560.0,4.0,533.4
190001084407,17.0,540.6,596.9,568.2,409.9,120.0,120.0,120.0,120.0,100.0,580.0,2.0,528.9
190001128674,18.0,485.0,580.8,572.5,635.8,140.0,120.0,140.0,160.0,160.0,720.0,4.0,568.525
190001616667,17.0,370.6,402.0,484.2,408.6,90.0,90.0,90.0,90.0,0.0,260.0,4.0,416.35
190001244997,18.0,598.8,617.2,562.6,650.1,160.0,170.0,170.0,170.0,200.0,920.0,5.0,607.175
190001045835,23.0,445.4,511.4,509.7,441.9,160.0,170.0,160.0,160.0,200.0,860.0,4.0,477.1
190001496874,21.0,547.3,608.4,600.5,650.9,120.0,90.0,90.0,120.0,20.0,340.0,4.0,601.775
190001616668,18.0,467.4,511.1,521.8,476.7,120.0,100.0,120.0,140.0,120.0,600.0,3.0,494.25
190001123447,25.0,412.1,537.9,520.0,410.8,90.0,100.0,100.0,140.0,100.0,520.0,2.0,470.2
190001439602,20.0,501.2,515.0,567.9,488.7,160.0,160.0,140.0,140.0,140.0,740.0,6.0,518.1999999999999
190001867808,33.0,421.4,477.3,526.4,435.5,90.0,120.0,90.0,90.0,0.0,360.0,1.0,465.15
190001616669,19.0,496.1,567.0,551.0,492.5,160.0,140.0,160.0,160.0,120.0,740.0,4.0,526.65
190001496875,27.0,405.7,489.9,504.2,384.9,120.0,120.0,120.0,100.0,80.0,540.0,3.0,446.17499999999995
190002447771,18.0,412.2,500.5,507.3,472.8,140.0,160.0,160.0,120.0,120.0,700.0,6.0,473.2
190001616672,17.0,443.5,539.3,526.1,487.6,120.0,120.0,120.0,120.0,40.0,520.0,5.0,499.125
190001616673,22.0,428.2,577.5,536.7,585.8,120.0,120.0,120.0,120.0,160.0,640.0,4.0,532.05
190001045836,33.0,467.2,476.3,492.6,588.4,140.0,120.0,140.0,140.0,140.0,680.0,7.0,506.125
190001867810,19.0,373.9,443.4,486.4,380.9,120.0,120.0,120.0,100.0,0.0,460.0,5.0,421.15
190001616675,19.0,462.4,544.2,566.9,534.7,100.0,120.0,120.0,120.0,20.0,480.0,3.0,527.05
190001705297,18.0,591.3,622.9,607.6,714.2,120.0,170.0,160.0,170.0,180.0,820.0,4.0,634.0
190001616676,17.0,506.3,513.0,543.6,524.3,120.0,120.0,120.0,120.0,140.0,620.0,3.0,521.8
190001696191,18.0,438.0,542.2,541.2,403.1,120.0,120.0,100.0,140.0,80.0,560.0,3.0,481.125
190001871188,18.0,367.8,449.0,526.6,484.6,100.0,90.0,90.0,100.0,60.0,400.0,4.0,457.0
190001475181,30.0,452.3,367.4,491.2,414.4,90.0,90.0,90.0,90.0,0.0,250.0,1.0,431.32500000000005
190001484090,27.0,452.7,458.4,502.5,420.4,140.0,170.0,160.0,140.0,160.0,780.0,5.0,458.5
190001244999,33.0,422.8,408.0,492.8,373.8,120.0,160.0,140.0,120.0,120.0,660.0,2.0,424.34999999999997
190001616678,17.0,377.0,447.5,478.4,359.6,100.0,100.0,90.0,90.0,60.0,420.0,5.0,415.625
190001212633,18.0,485.5,614.6,605.5,601.0,160.0,120.0,140.0,160.0,120.0,700.0,5.0,576.65
190002040890,17.0,621.5,618.1,590.0,498.4,120.0,160.0,120.0,120.0,140.0,660.0,5.0,582.0
190001409469,23.0,453.9,548.4,535.3,534.0,120.0,140.0,120.0,120.0,100.0,600.0,4.0,517.9
190001128676,18.0,515.7,566.7,510.9,575.1,100.0,140.0,120.0,120.0,80.0,560.0,3.0,542.1
190001616679,17.0,539.0,507.2,504.0,631.0,120.0,120.0,120.0,120.0,80.0,560.0,5.0,545.3
190001128677,25.0,427.9,408.7,430.7,526.1,100.0,120.0,100.0,90.0,80.0,480.0,3.0,448.35
190001475182,19.0,568.9,527.3,574.4,636.9,160.0,120.0,120.0,140.0,120.0,660.0,4.0,576.875
190001255703,18.0,626.7,634.0,619.0,727.2,120.0,140.0,140.0,160.0,120.0,680.0,4.0,651.725
190001871190,18.0,490.8,474.5,478.0,535.8,120.0,120.0,100.0,100.0,0.0,440.0,5.0,494.775
190001602671,17.0,543.7,450.1,582.8,601.3,140.0,160.0,140.0,160.0,160.0,760.0,2.0,544.4749999999999
190001658345,18.0,580.2,652.2,620.7,662.2,160.0,120.0,160.0,160.0,160.0,760.0,2.0,628.825
190001439605,19.0,507.7,511.3,575.4,424.4,140.0,170.0,160.0,160.0,120.0,760.0,4.0,504.70000000000005
190001741645,33.0,432.0,511.3,493.5,458.4,120.0,120.0,120.0,120.0,0.0,480.0,2.0,473.79999999999995
190001255704,29.0,545.5,552.1,561.1,453.6,120.0,120.0,120.0,100.0,80.0,540.0,4.0,528.0749999999999
190001123448,22.0,407.5,488.1,552.2,511.0,120.0,160.0,120.0,160.0,100.0,660.0,4.0,489.70000000000005
190001779846,20.0,454.2,450.1,519.6,440.7,120.0,120.0,100.0,100.0,0.0,440.0,2.0,466.15000000000003
190001696192,20.0,643.9,654.0,609.8,833.6999999999999,160.0,170.0,170.0,160.0,180.0,900.0,4.0,685.35
190001255705,21.0,574.6,581.2,574.6,694.1,120.0,140.0,120.0,120.0,120.0,620.0,3.0,606.125
190001658346,20.0,575.2,585.8,525.7,751.3,160.0,170.0,160.0,160.0,200.0,880.0,2.0,609.5
190001255706,22.0,408.9,452.5,519.3,385.8,120.0,140.0,100.0,100.0,80.0,540.0,4.0,441.62499999999994
190001475183,24.0,367.0,493.0,511.2,444.4,120.0,120.0,120.0,120.0,80.0,560.0,4.0,453.9
190001500476,20.0,681.5,655.1,608.2,781.9,160.0,170.0,170.0,170.0,200.0,940.0,4.0,681.675
190001045839,25.0,365.3,507.3,499.6,449.4,120.0,120.0,120.0,120.0,0.0,480.0,8.0,455.4
190001128678,17.0,574.8,631.0,594.3,719.9,160.0,170.0,170.0,170.0,200.0,960.0,4.0,630.0
190001500478,17.0,398.0,473.4,553.5,533.6,140.0,170.0,140.0,160.0,120.0,760.0,3.0,489.625
190001705298,18.0,494.5,588.6,577.1,547.0,100.0,120.0,120.0,120.0,100.0,560.0,5.0,551.8
190001255709,26.0,471.8,566.9,515.5,546.0,120.0,120.0,120.0,120.0,40.0,520.0,2.0,525.05
190001602673,17.0,357.2,528.2,521.2,557.1,140.0,140.0,120.0,100.0,100.0,600.0,5.0,490.92500000000007
190001500479,16.0,598.0,710.3,663.7,815.4,160.0,170.0,170.0,170.0,200.0,920.0,4.0,696.85
190001123449,25.0,386.6,522.7,526.6,564.1,120.0,120.0,120.0,120.0,80.0,560.0,4.0,500.0
190001123450,19.0,380.8,426.1,472.5,406.4,120.0,120.0,120.0,140.0,120.0,620.0,3.0,421.45000000000005
190001439607,30.0,501.5,492.5,540.0,578.6,90.0,120.0,100.0,90.0,20.0,400.0,3.0,528.15
190001779849,17.0,504.5,505.1,541.1,491.8,100.0,120.0,120.0,120.0,180.0,640.0,4.0,510.625
190001696193,19.0,411.8,478.5,555.6,459.4,120.0,120.0,90.0,100.0,80.0,500.0,2.0,476.32500000000005
190001212637,18.0,425.0,429.0,454.0,501.5,120.0,120.0,100.0,100.0,0.0,440.0,4.0,452.375
190001212636,19.0,435.2,446.9,449.5,499.6,100.0,120.0,100.0,120.0,120.0,560.0,3.0,457.79999999999995
190001705299,18.0,579.9,615.1,582.8,702.2,140.0,170.0,140.0,160.0,160.0,800.0,3.0,620.0
190001439608,24.0,482.7,473.2,520.8,458.8,120.0,90.0,90.0,100.0,60.0,360.0,3.0,483.87499999999994
190001045841,20.0,403.6,554.4,502.7,420.5,90.0,120.0,100.0,100.0,80.0,480.0,3.0,470.3
190001602677,17.0,427.7,473.1,545.0,502.2,140.0,120.0,120.0,140.0,160.0,680.0,5.0,487.0
190001602679,17.0,452.0,506.2,481.6,493.0,120.0,120.0,120.0,120.0,120.0,600.0,6.0,483.20000000000005
190001123451,21.0,360.7,460.3,456.8,426.9,120.0,90.0,100.0,120.0,80.0,500.0,5.0,426.17499999999995
190001128682,18.0,425.2,494.3,443.6,502.2,120.0,140.0,120.0,120.0,120.0,620.0,4.0,466.325
190001602681,28.0,565.1,581.5,587.8,641.1,120.0,160.0,120.0,120.0,140.0,660.0,4.0,593.875
190001439609,19.0,394.4,340.5,453.1,423.0,120.0,120.0,120.0,120.0,20.0,500.0,3.0,402.75
190001475184,22.0,397.9,459.0,505.1,403.4,100.0,120.0,90.0,100.0,60.0,460.0,4.0,441.35
190001484091,19.0,438.7,371.1,398.67500000000007,437.8,100.0,120.0,90.0,100.0,60.0,460.0,5.0,411.56874999999997
190001212639,33.0,428.0,474.3,464.4,458.4,100.0,90.0,90.0,100.0,0.0,360.0,5.0,456.275
190001443163,18.0,586.2,652.4,637.9,807.8,170.0,170.0,160.0,170.0,200.0,960.0,3.0,671.075
190001409471,18.0,474.4,443.0,468.1,490.0,120.0,120.0,140.0,170.0,140.0,700.0,4.0,468.875
190001602684,17.0,417.8,501.5,555.4,389.8,120.0,120.0,120.0,120.0,100.0,580.0,4.0,466.12499999999994
190001602683,25.0,503.6,343.2,470.6,399.0,120.0,120.0,120.0,120.0,20.0,500.0,4.0,429.1
190001045842,20.0,457.4,496.0,536.4,420.6,120.0,120.0,100.0,120.0,80.0,540.0,2.0,477.6
190001443165,18.0,538.2,460.1,481.7,586.5,160.0,120.0,120.0,160.0,100.0,660.0,3.0,516.625
190001602685,21.0,594.2,624.8,619.9,658.4,160.0,120.0,140.0,140.0,140.0,700.0,5.0,624.325
190001484092,18.0,594.0,550.9,561.9,419.3,160.0,170.0,160.0,170.0,100.0,820.0,5.0,531.5250000000001
190001484093,29.0,465.1,450.8,398.67500000000007,545.2,100.0,90.0,120.0,100.0,80.0,480.0,7.0,464.9437500000001
190001779850,33.0,395.3,608.5,502.9,385.3,120.0,120.0,100.0,100.0,100.0,540.0,2.0,472.99999999999994
190001255713,17.0,485.0,418.2,556.9,476.0,140.0,170.0,140.0,160.0,120.0,760.0,3.0,484.025
190001255714,18.0,488.1,442.9,453.7,531.0,120.0,100.0,100.0,100.0,100.0,520.0,4.0,478.925
190001212640,18.0,579.9,597.7,611.3,633.8,160.0,170.0,140.0,160.0,160.0,820.0,3.0,605.675
190001475186,18.0,542.8,485.7,513.5,419.1,160.0,120.0,120.0,140.0,160.0,700.0,4.0,490.275
190001602686,17.0,604.1,681.3,627.5,800.6,160.0,170.0,170.0,160.0,160.0,840.0,4.0,678.375
190001212641,23.0,529.3,616.3,557.9,535.5,140.0,160.0,160.0,160.0,160.0,780.0,4.0,559.75
190001500480,23.0,555.1,560.0,557.0,508.1,140.0,120.0,140.0,140.0,180.0,720.0,3.0,545.05
190001524175,18.0,560.4,570.2,554.3,658.6,120.0,120.0,140.0,120.0,100.0,600.0,2.0,585.875
190001696196,24.0,447.0,433.4,416.0,385.5,120.0,90.0,90.0,100.0,0.0,300.0,7.0,420.475
190001123452,25.0,518.1,533.6,568.3,454.0,120.0,120.0,120.0,120.0,120.0,600.0,5.0,518.5
190001045843,19.0,521.3,568.5,539.7,422.0,120.0,160.0,160.0,160.0,200.0,800.0,2.0,512.875
190001602687,33.0,491.9,577.0,544.7,418.3,140.0,160.0,140.0,140.0,140.0,720.0,2.0,507.975
190001500481,18.0,522.1,538.4,506.7,518.3,120.0,120.0,100.0,120.0,60.0,520.0,3.0,521.375
190001524176,18.0,443.1,559.2,559.4,500.8,120.0,170.0,140.0,140.0,140.0,720.0,4.0,515.625
190001212642,24.0,429.0,513.9,445.9,419.1,120.0,120.0,120.0,120.0,0.0,480.0,4.0,451.975
190001602688,18.0,547.5,624.3,601.1,572.9,160.0,140.0,160.0,120.0,120.0,700.0,3.0,586.45
190001443168,23.0,454.6,478.6,457.8,513.2,120.0,100.0,120.0,100.0,0.0,440.0,4.0,476.05
190001045844,20.0,437.5,497.5,487.0,415.8,120.0,120.0,140.0,140.0,100.0,620.0,7.0,459.45
190001705301,21.0,511.4,493.4,519.1,556.8,120.0,120.0,120.0,120.0,100.0,580.0,3.0,520.175
190001658348,31.0,388.2,555.0,600.3,477.2,160.0,120.0,140.0,120.0,60.0,600.0,7.0,505.175
190001602689,18.0,490.2,680.6,601.4,607.5,140.0,170.0,140.0,140.0,100.0,720.0,4.0,594.925
190001443169,21.0,498.2,587.7,582.0,446.1,120.0,120.0,140.0,120.0,180.0,680.0,7.0,528.5
190001130876,33.0,469.9,417.3,399.8,389.1,120.0,120.0,120.0,120.0,100.0,580.0,5.0,419.025
190001602690,17.0,518.1,538.7,535.4,483.0,120.0,100.0,120.0,120.0,80.0,540.0,4.0,518.8000000000001
190001500483,16.0,509.1,531.3,577.6,533.9,120.0,120.0,120.0,100.0,80.0,540.0,3.0,537.975
190001500484,22.0,519.2,452.5,501.1,419.7,120.0,120.0,100.0,100.0,40.0,480.0,4.0,473.12500000000006
190001484094,20.0,406.3,579.9,537.5,609.8,160.0,120.0,140.0,140.0,140.0,700.0,5.0,533.375
190001084411,33.0,508.7,478.1,505.6,497.9,100.0,90.0,90.0,100.0,0.0,340.0,4.0,497.57500000000005
190001130877,19.0,620.9,667.6,650.5,744.3,160.0,170.0,170.0,170.0,140.0,900.0,4.0,670.825
190001606141,22.0,357.7,490.0,518.3,521.7,160.0,170.0,170.0,170.0,140.0,860.0,2.0,471.925
190001084412,19.0,395.5,476.9,533.5,394.2,140.0,120.0,140.0,140.0,0.0,540.0,5.0,450.02500000000003
190001606142,30.0,554.9,557.1,570.8,491.7,160.0,140.0,170.0,160.0,140.0,780.0,3.0,543.625
