,NU_INSCRICAO,NU_ANO,NU_IDADE,TP_COR_RACA,TP_ESTADO_CIVIL,TP_NACIONALIDADE,TP_SEXO,NO_MUNICIPIO_RESIDENCIA,SG_UF_RESIDENCIA,TP_ST_CONCLUSAO,TP_ENSINO,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,IN_BRAILLE,IN_AMPLIADA_18,IN_AMPLIADA_24,IN_LEDOR,IN_ACESSO,IN_TRANSCRICAO,IN_LIBRAS,Q001,Q002,Q003,Q004,Q005,Q006
350,190002338782,2019,17,1,1,1,M,Nova Odessa,SP,2,1,,,,,,,,,,,0,0,0,0,0,0,0,E,E,C,F,4,C
351,190001874352,2019,21,3,1,1,M,São Paulo,SP,1,1,576.1,588.9,566.3,557.2,80,120,120,120,0,440,0,0,0,0,0,0,0,F,E,D,C,4,G
352,190001529063,2019,20,2,1,1,F,Duque de Caxias,RJ,1,1,536.4,483.6,528.4,504.8,100,100,80,120,100,500,0,0,0,0,0,0,0,D,C,B,C,5,D
353,190003755616,2019,25,1,1,1,F,Afogados da Ingazeira,PE,1,1,,,,,,,,,,,0,0,0,0,0,0,0,B,F,A,D,4,D
354,190004344572,2019,22,3,1,1,M,Manaus,AM,1,1,,,,,,,,,,,0,0,0,0,0,0,0,C,D,C,B,5,B
355,190005450334,2019,29,1,1,1,F,Manaus,AM,1,1,,,,,,,,,,,0,0,0,0,0,0,0,H,B,F,B,5,C
356,190003144015,2019,18,3,1,1,M,Chiador,MG,2,,482.1,419.5,449.1,477.4,100,120,100,80,80,480,0,0,0,0,0,0,0,B,B,A,B,4,B
357,190001430762,2019,17,1,1,1,M,Vitória da Conquista,BA,2,1,548.9,522.6,578.5,517.8,120,120,120,120,120,600,0,0,0,0,0,0,0,H,G,D,D,3,N
358,190001795036,2019,23,1,1,1,F,Caxias do Sul,RS,1,,660.3,677.2,653.7,834.9,180,140,160,160,200,840,0,0,0,0,0,0,0,E,D,D,D,4,C
359,190001224818,2019,23,3,2,1,F,Ilhéus,BA,1,1,429.7,549.3,536.2,511.7,140,120,120,120,20,520,0,0,0,0,0,0,0,E,E,D,B,2,A
360,190005687491,2019,19,0,1,1,M,Teresina,PI,1,,594.3,590.7,613.5,680.4,160,200,160,160,140,820,0,0,0,0,0,0,0,E,F,D,D,3,D
361,190003102742,2019,19,3,1,1,M,Pentecoste,CE,2,1,434,370.2,413.2,456.8,80,100,80,80,0,340,0,0,0,0,0,0,0,B,B,A,A,4,B
362,190001401845,2019,21,1,1,1,M,Maceió,AL,1,1,545.7,480.9,554,524.5,120,120,100,120,180,640,0,0,0,0,0,0,0,E,F,B,F,5,C
363,190003267280,2019,18,3,1,1,M,Cariré,CE,2,1,623.5,658.5,583.9,701.4,160,200,200,180,160,900,0,0,0,0,0,0,0,A,D,A,A,4,B
364,190003158965,2019,20,3,1,1,F,Vitória,ES,1,,,553.2,502.8,,160,120,180,160,160,780,0,0,0,0,0,0,0,E,E,D,D,2,G
365,190003696806,2019,18,1,1,1,M,São José do Rio Preto,SP,2,1,,,,,,,,,,,0,0,0,0,0,0,0,G,F,E,E,2,J
366,190005797812,2019,21,3,1,1,F,Valparaíso de Goiás,GO,1,,464.3,390.4,500.1,422.2,100,120,120,140,40,520,0,0,0,0,0,0,0,H,E,F,D,2,B
367,190002216544,2019,18,1,1,1,F,Camaragibe,PE,1,1,486,567.9,566.4,615.8,160,120,160,160,160,760,0,0,0,0,0,0,0,E,E,B,B,4,C
368,190004399859,2019,22,1,1,1,F,São Gonçalo,RJ,1,,,,,,,,,,,,0,0,0,0,0,0,0,B,C,C,F,4,B
369,190004962361,2019,17,1,1,1,F,Novo Aripuanã,AM,3,,,,,,,,,,,,0,0,0,0,0,0,0,A,C,A,A,7,B
370,190002595244,2019,17,2,1,1,M,Visconde do Rio Branco,MG,2,1,510.8,582.3,505.4,470.1,120,120,120,140,140,640,0,0,0,0,0,0,0,C,E,B,B,4,C
371,190003725670,2019,17,3,1,1,F,Cabrobó,PE,2,1,425.8,445.2,512.1,483,100,60,60,80,0,300,0,0,0,0,0,0,0,B,E,A,B,3,B
372,190005483417,2019,16,1,1,1,F,Rio de Janeiro,RJ,3,,568.5,637.9,590,644.7,140,120,140,140,120,660,0,0,0,0,0,0,0,G,G,E,D,3,Q
373,190003176313,2019,18,3,1,1,F,Saquarema,RJ,2,1,424,557.6,583.4,552.9,120,120,120,140,140,640,0,0,0,0,0,0,0,E,D,C,B,7,G
374,190005723685,2019,32,2,2,1,M,Itaúna,MG,1,,515.6,382.3,331.4,444.3,120,180,80,100,160,640,0,0,0,0,0,0,0,B,B,C,B,3,D
375,190005422831,2019,25,3,1,1,F,Cândido Mendes,MA,1,,504.7,516.2,502.1,461.2,120,80,60,100,0,360,0,0,0,0,0,0,0,E,E,C,A,5,C
376,190004740670,2019,19,2,1,1,M,São José dos Campos,SP,1,1,438.7,446.5,518.3,574.8,120,120,120,120,60,540,0,0,0,0,0,0,0,H,A,F,B,6,G
377,190004782506,2019,17,3,1,1,M,São Paulo,SP,2,1,525.2,486.3,539.9,448.2,80,120,100,100,0,400,0,0,0,0,0,0,0,C,B,C,B,5,E
378,190004314967,2019,17,2,1,1,F,Bacabal,MA,2,1,,,,,,,,,,,0,0,0,0,0,0,0,D,D,A,B,9,B
379,190002246324,2019,21,1,1,1,F,Mossoró,RN,1,1,488.2,574.5,605.1,654.8,160,180,140,160,160,800,0,0,0,0,0,0,0,A,C,A,A,6,C
380,190004493958,2019,43,3,2,1,F,Manaus,AM,1,1,398.6,502.4,517.3,411.1,120,120,120,120,140,620,0,0,0,0,0,0,0,A,D,F,B,4,C
381,190005115010,2019,16,2,1,1,F,Itanhaém,SP,3,,503.6,558.2,557,575,120,120,120,120,140,620,0,0,0,0,0,0,0,E,E,D,F,3,C
382,190001309244,2019,19,0,1,1,F,Nova Era,MG,1,1,628.4,668.7,579.2,738.7,160,160,160,200,160,840,0,0,0,0,0,0,0,C,G,C,D,4,G
383,190003411985,2019,17,4,0,1,F,Recife,PE,2,1,519.1,534.7,534.8,639.8,160,200,160,160,200,880,0,0,0,0,0,0,0,D,D,E,F,5,D
384,190001411770,2019,36,3,2,1,M,Jequié,BA,1,,457.2,570.6,527.4,507.1,140,120,120,140,160,680,0,0,0,0,0,0,0,B,E,D,D,4,E
385,190003044328,2019,17,3,1,1,F,Belém,PA,3,,413.1,504,515.3,390.1,120,40,40,100,40,340,0,0,0,0,0,0,0,E,E,A,A,4,B
386,190001927894,2019,19,3,1,1,F,Teresina,PI,1,,,358.5,444.8,,120,100,120,100,0,440,0,0,0,0,0,0,0,D,E,C,B,3,B
387,190005802050,2019,18,0,1,1,M,Francisco Morato,SP,1,,553.4,592.9,561.8,522.6,120,120,120,80,160,600,0,0,0,0,0,0,0,C,B,B,A,4,D
388,190005129143,2019,18,1,1,1,M,Ferraz de Vasconcelos,SP,1,,403.2,456.4,466.5,365,120,80,60,100,0,360,0,0,0,0,0,0,0,E,E,F,F,4,D
389,190005207830,2019,22,1,2,1,F,José da Penha,RN,1,1,,478.4,508,,100,40,40,100,40,320,0,0,0,0,0,0,0,A,A,A,A,3,B
390,190002908223,2019,19,4,1,1,F,Caldas Novas,GO,1,,,,,,,,,,,,0,0,0,0,0,0,0,D,G,D,D,4,G
