,NU_INSCRICAO,NU_ANO,NU_IDADE,TP_COR_RACA,TP_ESTADO_CIVIL,TP_NACIONALIDADE,TP_SEXO,NO_MUNICIPIO_RESIDENCIA,SG_UF_RESIDENCIA,TP_ST_CONCLUSAO,TP_ENSINO,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,IN_BRAILLE,IN_AMPLIADA_18,IN_AMPLIADA_24,IN_LEDOR,IN_ACESSO,IN_TRANSCRICAO,IN_LIBRAS,Q001,Q002,Q003,Q004,Q005,Q006
1072,190003974941,2019,16,3,1,1,M,Presidente Dutra,MA,2,1,440,424.6,467.3,502,120,120,120,120,80,560,0,0,0,0,0,0,0,E,E,D,A,4,J
1073,190005784148,2019,19,2,1,1,F,Chapada Gaúcha,MG,2,1,394.3,341,396,403.4,0,0,0,0,0,0,0,0,0,0,0,0,0,H,H,F,F,3,B
1074,190005802572,2019,21,3,1,1,M,Rio de Janeiro,RJ,1,,,,,,,,,,,,0,0,0,0,0,0,0,B,D,B,B,4,G
1075,190002846028,2019,20,3,1,1,M,Serra,ES,1,1,493,583.4,592.8,640.6,140,140,140,120,100,640,0,0,0,0,0,0,0,E,B,B,F,3,C
1076,190002526019,2019,19,3,1,1,F,São José dos Campos,SP,1,,470.8,477.8,505.1,487.5,120,40,40,100,0,300,0,0,0,0,0,0,0,E,D,C,B,5,G
1077,190003013049,2019,25,3,2,1,F,Planaltina,GO,1,1,,509,535.8,,120,120,140,160,140,680,0,0,0,0,0,0,0,B,E,C,B,3,C
1078,190002006076,2019,44,2,2,1,M,São Luís,MA,1,1,403.2,414,471.4,458.1,120,120,80,100,0,420,0,0,0,0,0,0,0,E,E,C,D,5,D
1079,190004503656,2019,32,1,1,1,M,Rio Branco,AC,1,1,,,,,,,,,,,0,0,0,0,0,0,0,D,C,A,B,3,B
1080,190003198167,2019,28,3,1,1,F,Manaus,AM,1,,440.2,448.8,546.3,455.6,120,120,120,120,100,580,0,0,0,0,0,0,0,D,E,F,D,3,C
1081,190005568984,2019,16,3,1,1,F,Araçagi,PB,3,,431.3,534.2,545.3,444.9,140,180,140,180,120,760,0,0,0,0,0,0,0,E,E,C,C,5,B
1082,190004085287,2019,16,1,1,1,M,Mairiporã,SP,3,,560.2,581.8,581.2,759.4,100,140,120,100,140,600,0,0,0,0,0,0,0,E,E,D,D,4,I
1083,190001650689,2019,17,1,1,1,F,Monte Santo de Minas,MG,2,1,448.7,521.2,390.2,461.8,120,120,100,160,80,580,0,0,0,0,0,0,0,E,D,B,B,4,C
1084,190003329774,2019,17,4,1,1,F,Rio Claro,SP,2,1,580.4,603.6,629.4,570.1,0,0,0,0,0,0,0,0,0,0,0,0,0,F,G,F,E,3,C
1085,190003621103,2019,20,1,1,1,F,Bauru,SP,1,1,,,,,,,,,,,0,0,0,0,0,0,0,E,D,B,B,4,F
1086,190002038248,2019,20,3,1,1,F,Brasília,DF,1,,434.8,492.9,515.1,532.1,160,200,180,180,180,900,0,0,0,0,0,0,0,F,E,E,E,4,B
1087,190002022613,2019,17,3,1,1,F,São Sebastião do Tocantins,TO,2,1,405.8,448.7,500.1,516.8,120,120,80,120,60,500,0,0,0,0,0,0,0,H,D,A,B,3,C
1088,190003394340,2019,18,1,1,1,M,Taubaté,SP,2,1,555.8,494.8,584.4,463.8,120,120,120,120,80,560,0,0,0,0,0,0,0,E,E,B,F,3,F
1089,190001098932,2019,24,3,1,1,M,Bom Jesus,PI,1,1,355.9,387.3,511.4,519.7,120,120,100,120,120,580,0,0,0,0,0,0,0,B,C,A,A,4,B
1090,190003029259,2019,20,3,1,1,M,Manaus,AM,1,,,497.6,520.3,,120,120,120,100,0,460,0,0,0,0,0,0,0,E,E,C,B,4,B
1091,190002320357,2019,22,3,1,1,F,Itaquaquecetuba,SP,1,,457.2,431,523.2,497.2,120,120,120,100,80,540,0,0,0,0,0,0,0,C,D,F,B,9,C
1092,190002914775,2019,21,0,1,1,F,Seabra,BA,1,1,,,,,,,,,,,0,0,0,0,0,0,0,D,G,A,D,3,E
1093,190004964765,2019,17,1,1,1,F,Monte Sião,MG,3,,400.6,551.5,538.5,392.8,140,120,100,140,60,560,0,0,0,0,0,0,0,D,E,C,C,3,D
1094,190003406800,2019,18,3,1,1,F,Lagarto,SE,1,1,528.9,568.9,532,520.8,160,160,160,160,140,780,0,0,0,0,0,0,0,C,D,C,B,3,C
1095,190001138551,2019,18,1,1,1,M,Ibicuitinga,CE,2,1,434.8,591.2,587.7,457.6,100,140,120,100,140,600,0,0,0,0,0,0,0,B,H,A,A,3,B
1096,190004670293,2019,22,3,1,1,F,Cuiabá,MT,1,1,371.8,472.2,486.9,393.4,120,120,100,120,80,540,0,0,0,0,0,0,0,C,D,F,B,4,E
1097,190002641332,2019,18,1,1,1,F,Poço das Antas,RS,2,1,549.1,584.4,582.6,657.3,140,120,120,120,140,640,0,0,0,0,0,0,0,C,E,C,B,2,C
1098,190005551760,2019,18,3,1,1,F,Bom Lugar,MA,1,,,,,,,,,,,,0,0,0,0,0,0,0,E,E,A,A,5,C
1099,190004295111,2019,28,1,1,1,M,Florianópolis,SC,1,,,,,,,,,,,,0,0,0,0,0,0,0,C,E,C,B,3,G
1100,190002173264,2019,17,1,1,1,M,Belo Horizonte,MG,2,1,569.4,511.2,542.1,541.5,120,120,120,120,80,560,0,0,0,0,0,0,0,H,E,F,B,4,G
1101,190004110123,2019,18,3,1,1,F,Santa Filomena,PI,1,,380.8,413.3,469.3,415.1,120,120,120,120,0,480,0,0,0,0,0,0,0,B,E,B,B,4,B
1102,190006097644,2019,19,3,1,1,M,Abaetetuba,PA,2,1,,,,,,,,,,,0,0,0,0,0,0,0,B,B,A,A,4,B
1103,190004855344,2019,24,2,1,1,M,Anápolis,GO,1,,573.6,662.8,627.9,735.2,160,160,160,180,140,800,0,0,0,0,0,0,0,F,E,D,D,4,N
1104,190004432912,2019,20,2,1,1,M,Lauro de Freitas,BA,1,,397.6,460.3,448.4,369.8,120,120,100,100,80,520,0,0,0,0,0,0,0,D,G,C,B,3,E
1105,190003964660,2019,22,3,1,1,F,Bacabal,MA,1,1,,,,,,,,,,,0,0,0,0,0,0,0,E,D,B,B,5,B
1106,190002959117,2019,20,2,1,1,F,Entre Rios,BA,1,1,460.1,437.2,508.9,462.7,140,120,120,120,120,620,0,0,0,0,0,0,0,E,E,C,B,4,B
1107,190001376771,2019,17,1,1,1,F,Jaboatão dos Guararapes,PE,3,,470.2,518.1,550.7,538.6,100,120,120,100,80,520,0,0,0,0,0,0,0,C,E,B,C,4,A
1108,190002762389,2019,40,1,2,1,F,Juazeiro do Norte,CE,1,1,488.6,531.7,530.4,426.1,140,140,120,120,120,640,0,0,0,0,0,0,0,H,B,A,F,5,B
1109,190002789745,2019,20,3,1,1,M,Pesqueira,PE,1,1,446.1,387.6,474.1,441.6,100,100,100,100,0,400,0,0,0,0,0,0,0,C,D,C,B,2,B
1110,190002042345,2019,18,3,1,1,M,Matões do Norte,MA,1,1,379.6,330.9,430.9,417.7,100,100,100,80,0,380,0,0,0,0,0,0,0,D,E,A,A,7,D
1111,190003009730,2019,17,3,1,1,F,Anápolis,GO,2,1,406.8,448.1,534.8,564.4,120,100,120,140,40,520,0,0,0,0,0,0,0,B,C,C,B,3,E
1112,190002828483,2019,20,3,1,1,M,Montes Claros,MG,2,,372.8,366,358.6,459.2,60,60,60,100,20,300,0,0,0,0,0,0,0,B,B,A,B,4,B
1113,190003092100,2019,23,3,1,1,M,Caridade do Piauí,PI,1,1,396.5,389,420.3,470,120,120,120,160,100,620,0,0,0,0,0,0,0,A,B,A,A,4,A
1114,190004370634,2019,17,2,1,1,M,Rio de Janeiro,RJ,2,1,405.2,422.4,509.4,519.9,120,120,120,120,20,500,0,0,0,0,0,0,0,B,C,B,C,3,D
1115,190004013217,2019,18,1,1,1,F,Nilópolis,RJ,3,,394.5,453.7,530.5,476.8,80,120,120,120,80,520,0,0,0,0,0,0,0,E,E,B,B,3,C
1116,190002570108,2019,18,3,1,1,F,Chã Preta,AL,2,1,378.5,422,441.6,360.7,40,40,40,120,0,240,0,0,0,0,0,0,0,H,C,F,F,5,B
1117,190003076030,2019,40,2,2,1,F,Tomé-Açu,PA,1,1,409,467.3,409.3,425.5,140,120,120,120,0,500,0,0,0,0,0,0,0,A,A,A,A,4,C
1118,190003260601,2019,18,1,1,1,F,Juazeiro do Norte,CE,2,1,457.3,366.8,484.6,483.4,120,40,40,100,40,340,0,0,0,0,0,0,0,H,C,C,B,4,C
1119,190004127105,2019,16,1,1,1,M,Natal,RN,3,,561.2,644.8,599.9,751.5,160,140,160,160,160,780,0,0,0,0,0,0,0,E,G,D,E,6,N
1120,190001583455,2019,19,1,1,1,F,São Fidélis,RJ,1,1,383.7,384.3,422.8,394.9,120,120,120,100,0,460,0,0,0,0,0,0,0,A,B,A,A,5,C
1121,190003055756,2019,19,3,1,1,M,Vitória do Jari,AP,2,1,,428.9,417.5,,120,120,100,140,40,520,0,0,0,0,0,0,0,B,C,F,B,5,E
1122,190002120325,2019,17,1,1,1,F,São Paulo,SP,2,1,376.3,557.4,557.4,460.2,120,120,120,120,20,500,0,0,0,0,0,0,0,D,G,C,E,5,E
1123,190002228268,2019,33,3,1,1,F,Natal,RN,1,1,,,,,,,,,,,0,0,0,0,0,0,0,H,B,B,B,3,B
1124,190004839403,2019,17,2,1,1,F,SantAna do Livramento,RS,3,,387.6,537.3,532.6,437.2,140,120,120,120,100,600,0,0,0,0,0,0,0,H,D,F,B,2,C
1125,190002395693,2019,30,3,2,1,M,Cariacica,ES,1,1,,,,,,,,,,,0,0,0,0,0,0,0,C,B,B,B,4,G
1126,190001108484,2019,19,3,1,1,F,Teresina,PI,1,1,338,455.5,480.3,394,120,120,120,120,100,580,0,0,0,0,0,0,0,B,D,B,B,5,B
1127,190001110875,2019,22,3,1,1,M,Flores do Piauí,PI,1,1,471.4,513.7,525.1,633.2,120,120,140,140,120,640,0,0,0,0,0,0,0,B,C,A,A,4,B
1128,190002755081,2019,41,1,2,1,F,Fortaleza,CE,1,1,,,,,,,,,,,0,0,0,0,0,0,0,B,B,B,B,4,C
1129,190003616876,2019,18,1,1,1,M,Piacatu,SP,1,1,,,,,,,,,,,0,0,0,0,0,0,0,D,C,B,A,3,E
1130,190002909783,2019,18,1,1,1,F,Entre-Ijuís,RS,2,1,388,423.2,492.1,447,120,120,120,140,120,620,0,0,0,0,0,0,0,E,A,A,B,3,C
1131,190002634407,2019,18,3,1,1,F,Matozinhos,MG,2,1,441.7,587.4,614.9,464.5,120,120,140,140,100,620,0,0,0,0,0,0,0,F,G,B,D,4,G
1132,190002426206,2019,17,2,1,1,F,São Gonçalo,RJ,2,1,363.4,538.4,472,438.6,120,120,120,120,100,580,0,0,0,0,0,0,0,B,E,B,B,3,A
1133,190004167454,2019,18,3,1,1,M,Barcarena,PA,1,1,474.9,443.2,501.6,412.2,140,140,120,120,120,640,0,0,0,0,0,0,0,D,D,F,F,4,C
1134,190004912392,2019,21,3,1,1,F,Tangará da Serra,MT,1,,,,,,,,,,,,0,0,0,0,0,0,0,B,E,C,D,4,C
1135,190002638628,2019,36,3,1,1,M,Adustina,BA,1,1,531.6,538.4,546.2,579.8,140,140,120,180,40,620,0,0,0,0,0,0,0,B,B,A,B,2,D
1136,190003750017,2019,27,3,4,1,F,Girau do Ponciano,AL,1,1,,,,,,,,,,,0,0,0,0,0,0,0,B,B,A,A,5,B
1137,190002535108,2019,18,2,1,1,F,Fortaleza,CE,3,,,430.3,529.1,,120,40,40,120,0,320,0,0,0,0,0,0,0,F,C,B,C,4,B
1138,190001912117,2019,17,3,1,1,M,Paramoti,CE,2,1,580.7,613.5,551.5,686.7,0,0,0,0,0,0,0,0,0,0,0,0,0,B,E,C,B,5,E
1139,190002150561,2019,25,1,1,1,F,Umburanas,BA,1,2,,,,,,,,,,,0,0,0,0,0,0,0,B,C,F,E,5,A
1140,190004028830,2019,17,1,1,1,M,Uberlândia,MG,2,1,524.3,548.7,515.6,662,160,140,120,140,80,640,0,0,0,0,0,0,0,F,E,E,E,4,I
1141,190003487785,2019,26,3,1,1,M,Delmiro Gouveia,AL,1,1,,,,,,,,,,,0,0,0,0,0,0,0,C,C,A,A,5,A
1142,190002114105,2019,31,3,1,1,F,Santos,SP,1,1,504.7,585,564.3,428.4,100,120,120,100,60,500,0,0,0,0,0,0,0,B,D,B,B,2,B
1143,190005912711,2019,19,1,0,1,F,Dona Emma,SC,1,,,,,,,,,,,,0,0,0,0,0,0,0,B,B,B,B,2,D
1144,190002097977,2019,18,3,1,1,F,Taboão da Serra,SP,1,1,597,557.9,542,591.7,160,160,200,180,180,880,0,0,0,0,0,0,0,D,D,C,C,3,E
1145,190005061256,2019,36,1,0,1,M,Natal,RN,1,,601,648.7,617.3,622.9,120,120,100,120,120,580,0,0,0,0,0,0,0,E,E,D,D,3,I
1146,190003904135,2019,20,1,1,1,M,Encanto,RN,1,1,357.2,464.4,434,442.4,100,120,120,120,0,460,0,0,0,0,0,0,0,E,C,D,D,4,G
1147,190002070457,2019,20,3,1,2,M,Barão de Grajaú,MA,1,1,447.5,401.5,501.9,484.4,100,120,100,100,60,480,0,0,0,0,0,0,0,C,C,C,B,7,C
1148,190004128712,2019,20,3,0,1,M,Brasília,DF,1,1,437.2,500.5,481.8,556.5,80,100,100,100,60,440,0,0,0,0,0,0,0,E,B,A,A,5,C
1149,190003037886,2019,16,2,1,1,M,Moju,PA,3,,346.4,449.4,395.3,478.5,100,120,120,120,80,540,0,0,0,0,0,0,0,D,E,C,B,3,B
1150,190002671832,2019,19,3,1,1,F,Butiá,RS,2,,363,516.5,461.1,432.7,100,140,120,120,120,600,0,0,0,0,0,0,0,B,B,C,B,4,C
1151,190004416523,2019,35,3,1,1,F,Fortaleza,CE,2,,,,,,,,,,,,0,0,0,0,0,0,0,E,E,C,C,4,C
1152,190001366275,2019,22,3,1,1,F,Belo Jardim,PE,2,,359.4,541.5,548.6,395.5,120,120,100,120,80,540,0,0,0,0,0,0,0,H,C,F,C,2,B
1153,190004845819,2019,15,1,1,1,F,Cuiabá,MT,4,,372.3,,,663.6,,,,,,,0,0,0,0,0,0,0,E,E,E,B,4,G
1154,190004495501,2019,16,1,1,1,F,Campo Grande,MS,3,,612.5,626.3,630.1,689.8,160,200,200,180,200,940,0,0,0,0,0,0,0,F,F,D,D,4,N
1155,190001365508,2019,20,3,1,1,M,Casa Nova,BA,2,1,364,508.2,482.2,443.9,100,120,100,100,60,480,0,0,0,0,0,0,0,C,D,A,B,2,C
1156,190005479729,2019,21,4,1,1,F,Brasília,DF,1,,449.4,469.9,492,409,100,140,120,120,140,620,0,0,0,0,0,0,0,E,E,D,D,3,D
1157,190002665229,2019,24,2,1,1,F,Taquara,RS,1,1,,,,,,,,,,,0,0,0,0,0,0,0,B,B,A,A,4,B
1158,190001705113,2019,26,1,1,1,F,Rio Grande,RS,1,,,451.2,497.6,,100,120,120,100,120,560,0,0,0,0,0,0,0,D,C,F,B,2,E
1159,190001590630,2019,18,1,1,1,F,Rio de Janeiro,RJ,1,,505,507.9,583.8,619.8,140,120,120,120,80,580,0,0,0,0,0,0,0,E,E,D,D,4,H
1160,190004919289,2019,22,3,1,1,F,Manaus,AM,1,1,,,,,,,,,,,0,0,0,0,0,0,0,D,E,D,B,2,B
1161,190003513891,2019,17,3,1,1,M,Betim,MG,2,1,485.1,580.3,583.5,619.1,100,120,120,120,40,500,0,0,0,0,0,0,0,E,E,C,D,4,I
1162,190002293283,2019,17,3,0,1,F,Aracaju,SE,3,,367.3,442,473.8,460.4,120,120,100,120,100,560,0,0,0,0,0,0,0,C,B,B,B,2,B
1163,190004909757,2019,18,1,1,1,F,Guaratinguetá,SP,2,1,,,,,,,,,,,0,0,0,0,0,0,0,C,E,C,F,4,C
1164,190001793766,2019,21,1,1,1,F,Goiânia,GO,1,,644.1,658.9,653.6,761.8,160,200,200,180,140,880,0,0,0,0,0,0,0,F,G,D,B,4,H
1165,190005206845,2019,15,3,1,1,F,São Benedito,CE,3,,505.4,471.4,473.4,561.8,120,120,120,120,100,580,0,0,0,0,0,0,0,F,E,D,B,3,D
1166,190005623625,2019,26,3,1,1,F,Paulista,PE,1,,494.9,533.8,537.1,452.9,120,120,160,120,0,520,0,0,0,0,0,0,0,E,E,B,B,4,D
1167,190005516137,2019,16,1,1,1,F,Vitória,ES,3,,532,532.6,519.8,611.7,100,120,80,80,0,380,0,0,0,0,0,0,0,G,E,E,D,4,P
1168,190001113650,2019,18,3,1,1,F,São Julião,PI,1,,452.3,423.2,521,413.3,160,160,140,140,140,740,0,0,0,0,0,0,0,C,B,B,B,3,B
1169,190002479586,2019,17,3,1,1,M,São Paulo,SP,2,1,496.1,538,514.6,676.9,140,120,160,140,100,660,0,0,0,0,0,0,0,E,C,C,B,4,B
1170,190004589896,2019,21,2,1,1,F,Campina Grande,PB,1,1,,,,,,,,,,,0,0,0,0,0,0,0,E,D,F,B,3,B
1171,190004545178,2019,17,0,1,1,F,Monte Sião,MG,3,,535.4,518.1,577.9,515.8,120,120,100,160,80,580,0,0,0,0,0,0,0,D,C,B,B,3,F
1172,190002731240,2019,26,1,1,1,M,Mossoró,RN,1,1,521.1,608.7,588.8,542.8,120,120,100,120,0,460,0,0,0,0,0,0,0,F,F,D,D,1,C
1173,190002151718,2019,18,3,1,1,M,Governador Valadares,MG,2,1,448.3,495.9,511.4,461.6,140,120,120,120,160,660,0,0,0,0,0,0,0,C,C,B,D,4,C
1174,190005775421,2019,35,3,2,1,F,Belo Horizonte,MG,1,1,518.7,525.5,456.9,572.9,100,120,80,120,0,420,0,0,0,0,0,0,0,C,C,C,B,5,H
1175,190003590767,2019,18,3,1,1,F,São Luís,MA,2,1,422.2,386.3,489.9,461.7,100,40,40,100,0,280,0,0,0,0,0,0,0,B,B,C,B,8,B
1176,190001380546,2019,22,3,1,2,M,Ouricuri,PE,1,1,437.6,503.4,503.5,487.4,100,100,100,80,100,480,0,0,0,0,0,0,0,A,A,A,A,6,B
1177,190005163798,2019,56,3,3,1,F,Juazeiro do Norte,CE,1,1,,,,,,,,,,,0,0,0,0,0,0,0,B,B,D,B,1,C
1178,190005798948,2019,23,1,1,1,M,Embu das Artes,SP,1,,530.5,611.5,585,620,120,140,120,120,120,620,0,0,0,0,0,0,0,D,D,B,B,7,D
1179,190005882951,2019,16,1,1,1,M,Osasco,SP,3,,,,,,,,,,,,0,0,0,0,0,0,0,E,F,D,B,3,G
1180,190004663842,2019,18,3,1,2,F,Itaboraí,RJ,3,,,,,,,,,,,,0,0,0,0,0,0,0,F,D,B,B,5,B
1181,190005518042,2019,25,0,2,1,M,Rio de Janeiro,RJ,1,1,,,,,,,,,,,0,0,0,0,0,0,0,E,D,F,B,3,D
1182,190003901491,2019,24,1,1,1,F,Alhandra,PB,1,,537.6,546.3,526.6,597.2,140,120,120,140,120,640,0,0,0,0,0,0,0,E,D,D,D,4,H
1183,190001971091,2019,19,3,1,1,M,São João dos Patos,MA,2,1,374,400.2,389.6,557.1,120,120,120,120,40,520,0,0,0,0,0,0,0,H,E,F,B,3,B
1184,190004590658,2019,19,3,1,1,F,Rio Largo,AL,2,1,454.7,403.9,479.6,414.1,120,120,120,120,100,580,0,0,0,0,0,0,0,E,E,B,B,3,B
1185,190004290523,2019,17,1,1,1,F,São Paulo,SP,2,1,629,677.6,603.2,715,140,180,140,160,180,800,0,0,0,0,0,0,0,E,B,E,C,4,O
1186,190004498649,2019,25,1,1,1,M,Campo Verde,MT,1,1,,,,,,,,,,,0,0,0,0,0,0,0,D,E,C,C,2,D
1187,190004492157,2019,23,1,1,1,M,Novo Hamburgo,RS,1,,,,,,,,,,,,0,0,0,0,0,0,0,D,E,C,D,2,D
1188,190006066039,2019,46,3,2,1,F,Brasília,DF,1,1,,,,,,,,,,,0,0,0,0,0,0,0,G,B,B,B,3,E
1189,190005471664,2019,21,2,1,1,F,Presidente Dutra,MA,1,1,,,,,,,,,,,0,0,0,0,0,0,0,B,D,B,A,4,B
1190,190001781153,2019,19,1,1,1,F,Santa Maria,RS,1,,697.3,710.8,708.4,822.3,180,200,160,200,200,940,0,0,0,0,0,0,0,G,F,D,E,4,N
1191,190005925427,2019,22,1,1,1,F,Sapiranga,RS,1,,574.9,577.9,576.4,569.1,160,120,160,160,140,740,0,0,0,0,0,0,0,H,F,C,D,1,C
1192,190001576637,2019,17,1,1,1,F,Rio de Janeiro,RJ,2,1,480.9,451.7,548.7,607.5,120,140,120,120,120,620,0,0,0,0,0,0,0,E,E,C,B,3,A
1193,190003975031,2019,18,3,1,1,F,Teresina,PI,1,,589.7,650.2,670.2,682.2,160,200,180,180,200,920,0,0,0,0,0,0,0,E,E,D,C,6,I
1194,190004833172,2019,17,1,1,1,M,Cachoeira Grande,MA,2,1,387.5,365.1,367.8,404.8,80,100,80,60,0,320,0,0,0,0,0,0,0,F,E,D,C,4,C
1195,190004815340,2019,27,1,1,1,M,Esteio,RS,1,,570,647.8,603.1,573.5,160,120,160,180,120,740,0,0,0,0,0,0,0,H,E,F,B,2,F
1196,190003329992,2019,25,3,2,1,F,Francisco Morato,SP,1,,,,,,,,,,,,0,0,0,0,0,0,0,D,C,B,B,2,C
1197,190004770285,2019,21,3,1,1,F,Cambé,PR,1,1,,337.9,542,,80,120,100,100,60,460,0,0,0,0,0,0,0,H,B,F,B,5,I
1198,190006021951,2019,16,3,1,1,F,Águas Lindas de Goiás,GO,3,,466.7,480.4,503.1,441,120,80,60,100,0,360,0,0,0,0,0,0,0,E,E,C,B,5,B
1199,190005457374,2019,17,3,1,1,M,Nova Brasilândia DOeste,RO,2,1,,374.4,468.5,,120,120,120,120,60,540,0,0,0,0,0,0,0,D,D,A,A,4,C
1200,190005896354,2019,23,1,2,1,F,Boituva,SP,1,,452.3,485.2,516.8,502.7,100,40,40,100,20,300,0,0,0,0,0,0,0,B,A,A,A,2,D
1201,190001619695,2019,17,1,1,1,F,Rio de Janeiro,RJ,2,1,638.7,736.9,646.6,913.4,160,200,180,200,160,900,0,0,0,0,0,0,0,F,G,D,D,3,L
1202,190003389803,2019,19,1,1,1,F,Jaraguá do Sul,SC,1,,,,,,,,,,,,0,0,0,0,0,0,0,C,C,C,C,5,I
1203,190001702850,2019,37,1,2,1,F,Blumenau,SC,1,,519.1,417.7,449.9,499,100,120,100,120,0,440,0,0,0,0,0,0,0,C,E,F,F,4,F
1204,190005523608,2019,16,1,1,1,M,Imperatriz,MA,2,1,489.2,424.4,506.6,416.7,0,0,0,0,0,0,0,0,0,0,0,0,0,E,E,B,C,3,E
1205,190004503090,2019,17,1,1,1,M,Barreirinha,AM,2,1,454,451.1,455.3,433.7,120,120,100,120,100,560,0,0,0,0,0,0,0,E,F,A,D,6,D
1206,190002416494,2019,16,1,1,1,M,Contagem,MG,3,,577.7,579.7,587.8,718.6,160,120,140,120,180,720,0,0,0,0,0,0,0,G,G,C,D,3,H
1207,190003089940,2019,21,2,1,1,F,Belém,PA,1,,417.1,539.8,496.1,387.6,100,120,100,120,120,560,0,0,0,0,0,0,0,D,E,C,B,7,B
1208,190002173168,2019,19,1,1,1,F,Belo Horizonte,MG,1,1,544.1,617.1,600.2,520.7,120,160,120,160,120,680,0,0,0,0,0,0,0,H,E,F,B,6,E
1209,190005555917,2019,32,3,3,1,F,Cândido Mendes,MA,1,1,,,,,,,,,,,0,0,0,0,0,0,0,B,B,A,A,6,B
1210,190001571003,2019,19,3,1,1,F,Rio de Janeiro,RJ,2,1,439,475.8,557.4,489.8,160,200,160,180,200,900,0,0,0,0,0,0,0,E,E,B,B,3,B
1211,190001599256,2019,20,3,1,1,M,Araçatuba,SP,1,,582.9,535.7,582.2,663.5,140,180,140,140,160,760,0,0,0,0,0,0,0,E,C,D,B,5,H
1212,190005128037,2019,17,1,1,1,F,Rio de Janeiro,RJ,3,,492.9,482.2,439.2,517.2,120,160,140,120,120,660,0,0,0,0,0,0,0,E,E,C,D,3,E
1213,190004804035,2019,23,1,1,1,F,Porto Feliz,SP,1,,,,,,,,,,,,0,0,0,0,0,0,0,B,E,B,D,2,D
1214,190001227712,2019,28,3,1,1,F,Salvador,BA,1,1,342.7,449.6,437.8,437.4,100,140,120,120,140,620,0,0,0,0,0,0,0,B,B,A,A,3,B
1215,190002343516,2019,19,3,1,1,F,Viradouro,SP,1,1,445.3,399.4,481.8,422.1,120,140,120,120,120,620,0,0,0,0,0,0,0,E,C,D,B,4,I
1216,190004686923,2019,20,3,1,1,F,Simolândia,GO,1,,,,,,,,,,,,0,0,0,0,0,0,0,B,B,F,A,6,B
1217,190003110844,2019,17,3,1,1,M,Belém,PA,2,1,400.7,497,475.4,494.8,100,100,100,80,100,480,0,0,0,0,0,0,0,E,F,B,D,2,C
1218,190006107926,2019,17,1,1,1,F,Caruaru,PE,2,1,478.9,514.6,520.2,392.9,120,120,120,120,120,600,0,0,0,0,0,0,0,C,C,A,B,4,C
1219,190005960675,2019,20,5,1,1,M,Aquidauana,MS,1,,373.6,346.4,438,366.1,100,120,100,80,0,400,0,0,0,0,0,0,0,B,D,A,A,5,B
1220,190002492670,2019,31,3,2,1,M,São Paulo,SP,1,,,,,,,,,,,,0,0,0,0,0,0,0,E,D,C,F,2,M
1221,190003480270,2019,20,1,1,1,M,Ipatinga,MG,1,,,497.1,526.4,,120,120,120,140,140,640,0,0,0,0,0,0,0,D,D,B,B,3,C
1222,190005879810,2019,19,1,1,1,M,Londrina,PR,1,,377.7,573.5,569.9,438.5,120,120,100,120,140,600,0,0,0,0,0,0,0,C,D,B,B,2,G
1223,190002239483,2019,24,1,1,1,F,Natal,RN,1,1,,,,,,,,,,,0,0,0,0,0,0,0,E,C,B,B,2,B
1224,190005001692,2019,17,3,1,1,F,Nova Iguaçu,RJ,3,,574.2,599,612.5,571.5,120,120,100,160,120,620,0,0,0,0,0,0,0,E,D,C,B,3,G
1225,190003120936,2019,21,1,1,1,M,Mocajuba,PA,1,1,479.4,512.2,503.6,415.4,120,140,180,140,120,700,0,0,0,0,0,0,0,A,C,A,B,7,B
1226,190003777204,2019,17,3,1,1,M,Rio de Janeiro,RJ,2,1,,,,,,,,,,,0,0,0,0,0,0,0,F,F,D,E,3,I
1227,190004260466,2019,18,1,1,1,M,Ribeirão Preto,SP,2,1,571.9,562.5,529.2,615.8,140,120,120,120,100,600,0,0,0,0,0,0,0,E,E,C,B,3,F
1228,190002000040,2019,19,1,1,1,M,Manaus,AM,1,1,494.3,521.2,553.5,436.3,120,120,120,120,0,480,0,0,0,0,0,0,0,E,E,C,D,2,A
1229,190003894821,2019,18,3,1,1,M,Pombal,PB,2,1,438.2,536.7,533.7,627.7,160,200,200,160,200,920,0,0,0,0,0,0,0,A,D,A,A,3,B
1230,190005904056,2019,15,0,1,1,M,Cascavel,PR,3,,489.7,548.4,525.2,580.9,120,120,100,120,140,600,0,0,0,0,0,0,0,G,E,F,F,3,H
1231,190001542185,2019,19,3,1,1,M,São Gonçalo,RJ,1,,522.4,556,530.2,533.3,120,120,140,120,80,580,0,0,0,0,0,0,0,C,E,D,D,4,C
1232,190004896640,2019,18,1,1,1,M,Várzea Grande,MT,1,,437.8,515.5,536.7,395,100,120,120,100,80,520,0,0,0,0,0,0,0,C,D,C,F,5,E
1233,190001510649,2019,21,3,1,1,F,Rio Tinto,PB,1,1,426.6,515.3,499.6,507.1,160,200,180,180,200,920,0,0,0,0,0,0,0,B,B,B,B,4,B
